customer_id,adopted_new_product
C14097-372723,0
C24786-268392,0
C98426-893474,1
C18191-855962,1
C20299-395326,1
C90958-989285,0
C55539-678561,0
C65132-357714,1
C36230-877095,0
C36358-501282,1
C90168-343978,0
C86653-504790,0
C25436-849921,1
C5360-62599,1
C86872-412246,0
C2860-581954,0
C50823-617371,0
C82635-608186,0
C98774-773064,0
C62171-613984,1
C74775-819007,1
C42515-721423,1
C2522-104338,0
C28287-730748,0
C13641-435633,1
C15581-491146,0
C21054-51191,1
C88755-704537,1
C56940-98540,1
C94001-695623,1
C52902-203106,1
C45669-33738,0
C49216-123151,0
C57999-443071,0
C45450-757516,0
C87232-817505,0
C89572-52415,0
C17945-468808,1
C6452-347485,0
C57180-772291,1
C8694-201273,1
C96083-143477,0
C65310-392929,1
C69996-665061,0
C9781-881247,0
C45417-610949,0
C25039-780523,0
C62575-572864,0
C81606-493772,0
C11512-841265,1
C15393-318139,0
C91282-90297,0
C60887-976730,0
C37319-676493,0
C35607-471579,1
C39659-570554,1
C9018-971002,1
C94960-615693,0
C23234-265798,0
C64724-37666,0
C94749-426579,0
C7612-707219,1
C68436-539827,1
C97256-422922,1
C60857-491366,1
C54140-332363,0
C96481-884124,0
C94997-459271,1
C12864-886174,0
C66779-177478,1
C7194-939886,1
C16258-177586,0
C13863-186346,1
C59291-524376,0
C67444-320168,0
C21964-650119,0
C1213-329865,1
C4692-628665,0
C61998-786650,1
C32577-264501,0
C1824-449468,1
C87690-837765,1
C2555-389772,0
C26712-517070,1
C10686-783364,0
C45309-801103,1
C24178-327344,0
C99708-61801,0
C95871-580322,1
C22994-470418,1
C17498-784042,1
C30880-521181,0
C74300-369991,1
C14085-801567,0
C1965-717867,1
C14638-592195,0
C73346-750174,0
C19349-394030,0
C35329-232669,1
C24266-499272,0
C69217-732520,0
C57381-727955,1
C7475-532436,0
C919-748007,0
C31473-993809,0
C883-826164,0
C47459-398573,1
C63471-639332,0
C54814-398556,0
C28560-973924,1
C44211-307102,0
C3424-869625,1
C3034-286118,0
C18994-737974,1
C4787-578690,0
C6215-480988,0
C28921-790164,0
C53742-296970,0
C60880-915048,0
C63923-937229,1
C81311-11863,0
C14933-921974,0
C51447-528609,1
C61575-496704,0
C77266-250835,0
C17339-945166,1
C653-118051,0
C24618-309575,0
C13712-995584,0
C25904-193122,0
C55246-866798,0
C31071-118335,0
C67607-632199,0
C69409-980309,0
C85667-983817,0
C68502-304041,0
C98204-35177,1
C42184-291822,1
C97094-301152,0
C35414-48376,0
C39912-114227,0
C3875-27184,0
C77024-521544,0
C63178-351144,1
C25975-106728,1
C47689-171429,0
C61907-508515,1
C51770-182327,0
C41429-373555,0
C97719-189236,1
C3839-264400,1
C33207-470732,0
C9084-813620,0
C37379-758556,0
C40180-120070,0
C5456-859923,0
C76026-882703,1
C29878-325123,0
C63292-722266,1
C85476-776316,0
C30080-759036,1
C10659-217711,0
C43310-10497,0
C64427-773974,0
C60152-994200,0
C36509-483086,0
C15709-722346,0
C51414-915075,0
C45489-432892,0
C66463-695921,1
C54422-662263,0
C91338-897394,0
C69816-907675,0
C62325-219564,1
C64447-745277,0
C58473-222844,1
C91830-300051,1
C48821-324416,0
C22226-685359,1
C78955-573873,1
C41278-280711,0
C93417-468941,0
C52219-49741,0
C16556-782385,0
C58200-999018,0
C92877-949474,0
C49608-385210,1
C12687-423983,0
C71899-283623,0
C92445-992754,0
C43691-70168,0
C32001-840550,0
C333-332829,1
C38885-543562,0
C4377-138592,1
C67041-460595,0
C73100-74327,0
C97665-620514,0
C67181-79084,0
C59195-84908,0
C4388-180012,0
C1000-970416,0
C19825-195828,0
C28822-447614,0
C82147-811487,0
C10787-407824,1
C8794-869614,0
C39618-28358,0
C40828-336771,0
C95969-669064,0
C4074-266173,1
C24153-58027,1
C41689-306220,0
C39066-862228,0
C19299-728384,0
C61225-313893,0
C84055-966644,0
C269-789730,0
C13049-227763,0
C60231-692251,1
C87035-84426,0
C23381-648039,0
C68670-498637,1
C44147-160552,0
C12433-557526,0
C54326-101322,1
C77732-888565,1
C49121-380974,1
C71886-229173,1
C12285-715904,0
C39871-50076,1
C9864-923986,0
C27213-748222,1
C14848-905361,1
C51113-492955,1
C30303-551627,0
C3006-414786,0
C93225-86324,0
C65045-73697,0
C70319-267752,0
C11256-303935,0
C53917-259832,0
C30344-26835,1
C2797-362650,0
C15003-511004,1
C54186-494649,0
C7354-650205,0
C80627-418993,0
C20567-662657,0
C63715-40517,1
C59247-462871,0
C34200-464873,0
C48899-137245,0
C47529-846168,1
C855-180250,0
C90766-786292,1
C38677-577561,1
C67329-591017,0
C51303-663864,0
C93902-463030,0
C65143-896393,0
C85815-663032,1
C55521-33340,0
C77854-467906,1
C40664-276129,1
C42732-819511,0
C63241-869271,0
C21377-288528,1
C17603-980730,0
C8878-71658,1
C29883-185372,1
C18722-700214,0
C25592-771114,0
C12472-700110,0
C14086-95758,0
C32943-489634,0
C44106-694016,0
C72203-89394,1
C45348-273955,0
C2763-106163,1
C92975-974233,0
C74025-328330,0
C10418-300318,0
C9020-403202,1
C54031-252485,0
C79893-56031,0
C36639-623865,1
C49049-737528,0
C11498-763358,0
C95834-827186,0
C81680-861748,0
C76426-470331,1
C50496-740505,0
C20940-799146,0
C64358-459899,1
C64000-925346,0
C70171-593954,0
C56525-405530,1
C44686-370144,1
C62372-893183,0
C47155-553582,1
C43142-546089,1
C63234-906550,1
C85349-162647,0
C73929-215132,1
C62349-65981,0
C65934-95333,0
C36984-787894,1
C68179-555287,0
C63253-380664,1
C85175-459012,0
C31100-664677,0
C72213-497422,0
C93535-278180,0
C95399-685588,0
C91381-290252,1
C99242-124050,0
C95266-863763,0
C9847-678439,1
C26719-240090,1
C66804-34087,1
C66583-616953,0
C94771-255086,0
C11423-123656,0
C81868-337194,1
C19019-311141,0
C16644-127678,0
C59388-787908,0
C14980-713975,1
C52876-630602,0
C12036-312583,0
C96384-505284,1
C84559-44311,1
C17216-780192,1
C78020-884246,1
C91914-752646,0
C6725-317966,0
C39160-511820,1
C92101-525974,1
C77630-653282,1
C25376-130041,1
C43139-482164,0
C26073-892565,0
C75911-33686,0
C90184-605694,0
C48219-845258,1
C8477-17263,0
C69078-30091,0
C62408-658880,0
C36061-792375,0
C5028-827078,1
C13877-862033,0
C52168-471550,0
C25691-654202,0
C32005-856128,0
C34803-470335,0
C62532-762924,0
C1458-294898,0
C79059-923413,0
C34637-552657,0
C63347-309421,0
C91401-754479,0
C17676-833014,1
C23509-67315,0
C4956-292389,1
C87237-147381,0
C41285-880176,1
C88487-861278,0
C23506-858826,0
C50940-214324,0
C52595-832206,1
C34275-913740,1
C73564-744492,0
C54380-595145,0
C91222-568078,1
C25537-315789,1
C6143-665920,0
C457-231262,0
C45540-277009,1
C41894-910514,1
C30508-850316,0
C29567-206590,1
C55231-442176,1
C26796-564409,1
C27678-946165,0
C2008-913318,0
C69282-864002,1
C71040-583175,0
C87978-179263,0
C97643-512304,1
C91440-808937,0
C34257-674126,1
C55161-316267,1
C55753-162867,0
C75969-608709,0
C35084-544947,0
C63578-674261,1
C24390-149375,0
C70081-97524,1
C89837-118545,1
C79366-89498,0
C62505-206407,0
C10310-472494,0
C81341-530660,1
C75337-140025,0
C92250-282939,1
C80302-467364,1
C81848-950940,0
C84366-565629,0
C53794-996778,1
C44389-372408,0
C4817-693951,0
C18800-657053,0
C47517-253842,0
C97860-662031,1
C59391-676403,0
C4331-535720,0
C7621-747582,0
C95268-709490,0
C61286-515349,1
C19976-681560,0
C10375-105435,0
C28809-108282,1
C19203-557125,0
C47304-758032,1
C20441-326804,0
C84262-711532,1
C98961-920484,1
C46206-852067,1
C69122-489948,1
C35073-400090,1
C60954-883452,1
C70555-150322,1
C22830-368052,1
C18267-693784,0
C54436-313634,0
C17668-718007,0
C37168-436647,0
C61989-71556,0
C57505-602135,0
C22063-602542,0
C71327-192881,0
C75961-829490,1
C2886-491509,1
C61405-342460,0
C83875-155223,0
C7038-672961,0
C71658-868988,1
C68263-65690,0
C7347-124826,0
C20246-590747,1
C26975-120339,0
C13892-220061,0
C84493-521800,0
C61001-329818,0
C19834-322137,1
C36578-63163,0
C45340-203205,1
C41788-355830,0
C75380-189396,0
C69299-979520,0
C6260-345213,1
C91211-344694,0
C96501-714064,1
C9426-374278,1
C37610-408055,0
C81722-205471,1
C41413-586406,0
C42362-916014,0
C45681-551039,0
C18021-334217,1
C40960-764587,0
C56083-839156,0
C3766-906841,0
C84040-41897,0
C80268-450360,0
C58962-435683,0
C13628-647882,0
C84773-381013,0
C77500-299790,0
C98823-961218,0
C78737-71956,1
C99271-319076,0
C11279-16708,1
C86147-57264,0
C78451-109311,0
C83532-230021,1
C4826-742236,0
C55781-117926,0
C63144-807983,0
C11034-360295,0
C26298-801861,0
C47887-208565,0
C26463-123391,1
C85375-469077,1
C11193-136573,1
C85476-912406,0
C86286-381990,1
C72481-255515,1
C72518-319383,1
C4341-430956,0
C24447-588843,0
C40478-742641,0
C50383-33180,1
C25189-840523,1
C27837-881770,0
C62882-612085,1
C58047-550336,0
C94866-425487,0
C37140-888282,0
C14849-216751,0
C92834-819338,0
C90996-733995,1
C85893-901123,1
C76799-114748,0
C57428-83072,1
C95577-232108,1
C87206-474654,0
C57750-406296,0
C95881-242865,1
C7068-116406,0
C67349-672977,0
C9340-755817,0
C42643-765339,0
C30138-818348,0
C87465-185582,1
C46435-305365,1
C64875-999110,0
C62573-208066,0
C74569-46773,0
C40405-349626,0
C43757-851374,1
C99362-464955,1
C8735-323698,0
C69117-139725,0
C22177-334821,0
C55253-950699,0
C52039-771556,0
C25093-176720,1
C72596-899488,0
C31446-173735,0
C95546-461935,1
C35079-712958,1
C65209-583954,0
C62043-807905,0
C22027-726036,0
C25501-584839,0
C51970-319808,1
C73326-31513,0
C4326-380914,0
C66449-15282,1
C58627-74849,1
C54818-642862,1
C68260-794913,0
C13481-426484,0
C7649-874126,0
C51249-278032,0
C56927-700475,0
C38613-904249,0
C86836-73788,0
C70546-198184,0
C84972-787427,1
C28013-681028,0
C51996-916734,0
C97340-697890,1
C60781-294433,1
C68669-475514,0
C74960-119340,0
C82268-31622,0
C26571-69381,1
C24905-567222,0
C43958-232171,0
C17124-840633,1
C20387-153184,1
C9750-833719,1
C43627-672157,1
C29285-237661,0
C446-239161,1
C9712-666824,1
C1731-571958,1
C15552-243437,0
C22582-757332,1
C35572-41649,0
C87560-359308,0
C41270-913534,0
C80479-916068,0
C60114-723701,0
C74211-349577,0
C17463-529135,1
C82903-133591,0
C88431-713533,0
C75204-527795,0
C4976-980182,0
C30971-927678,0
C46406-295726,0
C43503-129378,0
C21533-885835,0
C31782-17702,1
C6351-819809,1
C96698-478992,0
C67444-84527,0
C50206-813697,1
C45140-623326,0
C9098-937296,0
C14617-726047,0
C94281-95228,0
C75446-365001,1
C70757-159035,0
C29582-870636,0
C83674-581322,1
C63567-899765,0
C86758-706423,0
C39461-392444,1
C66427-416187,0
C61077-418909,0
C55928-713878,0
C10236-938701,0
C66379-69700,1
C33061-673477,0
C90429-472054,0
C36450-287938,0
C21827-101712,0
C57041-622368,1
C73598-544410,0
C62138-451814,0
C12125-448819,0
C17007-364855,0
C68932-136880,1
C5530-236905,0
C3980-280946,0
C57690-439346,0
C68625-350649,1
C56330-470787,0
C2828-618788,0
C89863-637172,0
C62348-805347,0
C47636-437967,1
C72537-940652,1
C35165-652637,1
C80386-723433,1
C38186-851145,0
C53286-420310,0
C70269-766190,0
C3976-581524,1
C55382-849192,1
C45877-275027,0
C48219-795893,0
C15741-623176,0
C76532-551207,1
C85440-878794,1
C3201-393020,1
C14809-56742,0
C85865-837622,1
C1517-748446,1
C44749-984282,0
C35640-42127,0
C92381-663060,0
C11702-478232,1
C46175-640913,1
C7552-931071,0
C14578-988657,0
C87433-805073,0
C333-330187,1
C66397-721469,0
C21109-274797,0
C28731-385975,0
C30800-138390,0
C47205-961361,0
C53811-55830,0
C68923-997521,0
C27261-233141,0
C90766-846666,0
C39652-12730,0
C54745-902879,0
C39456-934046,1
C50917-834573,0
C66401-482181,1
C97794-481250,1
C51957-791840,0
C80972-276749,0
C30861-355621,0
C63335-573654,0
C23542-559548,1
C23800-930716,0
C82461-834809,1
C40027-546064,0
C95917-911985,0
C2929-715425,1
C2015-87935,1
C83228-929234,1
C95467-630930,1
C76193-807858,0
C3061-92755,0
C74547-430953,1
C25649-838630,1
C72461-91818,0
C8982-735276,1
C81944-674838,0
C44908-617833,0
C41870-796171,1
C45372-496875,0
C15318-214630,1
C52252-525371,0
C43804-291120,0
C78453-219291,0
C61022-89174,0
C80802-11639,0
C5559-389997,1
C28576-397493,0
C61101-898706,1
C20460-454007,1
C30332-55737,1
C5461-198166,1
C3330-854251,0
C71912-700294,0
C75211-376088,0
C49918-254010,0
C63723-384706,1
C68448-767726,0
C23457-103271,0
C68736-75433,0
C37883-735133,0
C51803-794332,0
C22348-964305,0
C79202-147512,1
C45753-719107,0
C74206-838156,1
C18898-437562,0
C25446-837787,0
C5247-645572,0
C77292-928056,1
C83466-947612,0
C63728-924495,0
C2502-634094,0
C8018-306953,1
C93806-514803,1
C38665-267670,0
C20315-763833,0
C9543-508508,0
C59575-784962,1
C4944-468311,0
C85232-151705,1
C44015-422980,1
C15264-616144,0
C59388-147112,0
C73291-208341,1
C96300-378446,0
C83159-366295,1
C42061-24570,1
C66761-890877,1
C53357-524742,0
C34014-907865,0
C59495-212284,0
C80438-163252,1
C69485-828795,1
C22914-101062,1
C4716-950275,1
C64103-914966,1
C2224-154013,0
C5933-952843,0
C71389-202364,1
C34533-293689,0
C21873-821891,1
C12525-448766,1
C38675-905810,0
C84131-168334,0
C72619-539326,1
C76852-322008,0
C26870-40177,1
C93837-440194,1
C70138-259253,0
C48887-920248,1
C78585-646312,0
C74856-469411,0
C8093-526317,0
C83250-943956,0
C65687-991970,0
C26831-512566,0
C90233-217032,0
C8598-674354,0
C46818-891511,1
C12585-715236,1
C46364-111143,0
C72168-632019,1
C42362-18554,1
C49758-262665,1
C29457-795959,1
C76842-238680,0
C19411-656229,0
C35890-794268,0
C23902-651732,1
C70487-504938,1
C38271-739700,1
C91502-997736,1
C2039-782747,1
C68422-665928,1
C14554-122418,0
C1477-423354,0
C18567-205484,0
C37277-533975,0
C12387-325627,0
C92912-120043,0
C10622-202206,0
C29232-615811,0
C93973-982035,0
C51893-794951,1
C5125-986044,1
C31621-957444,0
C28907-129828,1
C62301-107495,0
C11411-123990,0
C30727-290196,0
C9141-875528,0
C11527-162187,0
C98882-424682,0
C78459-624138,0
C84163-706188,0
C63060-443029,0
C98817-876968,0
C59100-554720,0
C27307-640242,1
C29281-35106,1
C82159-747832,0
C72878-331964,1
C93157-716388,0
C85583-188482,0
C61165-833890,0
C69028-310630,0
C22419-57106,1
C34550-237589,1
C76094-336152,0
C23507-958434,1
C63302-33771,0
C86405-904321,1
C4223-544642,0
C62529-614276,1
C74265-229148,0
C741-391705,1
C36042-16530,1
C55505-52270,0
C41702-124805,0
C65422-431769,0
C3712-807598,0
C58292-208416,1
C88340-955318,0
C67098-321625,0
C77610-902997,0
C44010-257548,1
C10757-681130,0
C18494-89233,0
C23974-739268,1
C23770-431716,0
C11051-478902,0
C15868-591802,0
C24563-974341,1
C79005-118576,0
C17302-553259,0
C7288-487667,1
C52185-361947,0
C14543-117698,0
C64386-386198,0
C97650-43958,0
C23315-167135,1
C40511-103297,1
C49321-542739,0
C68538-968312,0
C90282-906412,1
C56999-910469,0
C30003-14874,1
C40336-279082,1
C13341-736363,0
C89087-22497,1
C47765-680090,0
C40559-225283,1
C60999-977725,0
C17697-444001,0
C65976-665133,0
C31618-791376,0
C20677-145996,0
C30348-555016,1
C81146-595742,0
C25027-924268,1
C25977-922373,0
C19571-319725,0
C82475-737161,0
C58601-743576,0
C29771-835471,0
C32216-634996,0
C10918-197123,0
C17131-927258,1
C94800-904831,0
C93596-382913,1
C78417-256426,0
C17116-757633,0
C61028-705016,1
C5546-121587,0
C4120-788046,0
C22161-424705,1
C94560-628704,0
C91769-686979,0
C35994-990954,0
C29240-989682,1
C8361-129360,0
C4685-294539,0
C65536-656715,1
C94735-38376,0
C8785-511789,0
C53427-975163,0
C96616-321822,0
C15506-590820,0
C60896-345985,0
C70384-747505,1
C28554-696400,0
C28647-611695,0
C70008-710366,1
C2979-431900,0
C82295-678341,0
C36972-368393,0
C77372-380712,0
C71699-215456,1
C69198-329625,0
C52450-159537,0
C70140-371110,1
C97991-970250,1
C23218-34489,0
C46874-199173,1
C97447-370406,0
C56241-551305,0
C69759-395731,0
C11392-898843,1
C61365-539020,1
C21267-447447,1
C171-534183,0
C5616-730574,1
C78155-417333,0
C45137-929729,0
C82065-925475,0
C11644-644572,1
C94195-574137,0
C22827-118341,1
C86609-116554,0
C75833-181674,0
C98232-860904,1
C44189-522175,0
C56054-766507,0
C39096-936316,1
C21605-324267,0
C87164-199563,0
C25647-210221,1
C73460-426942,0
C5555-356946,0
C84524-904812,0
C1602-597982,1
C7142-527775,0
C30601-729804,1
C56771-292769,0
C84880-44551,1
C56335-221752,0
C58652-702910,0
C5110-301733,0
C94616-518586,1
C61130-656622,1
C20105-952927,0
C58416-643116,0
C89767-864177,1
C10387-237026,1
C42021-287333,0
C96502-685993,1
C50297-378104,1
C79948-55092,0
C37327-803178,0
C307-220830,1
C17385-116971,1
C26882-696989,0
C83769-183480,0
C72218-183270,0
C21218-658313,1
C86685-322437,0
C29539-604945,0
C46361-670928,1
C4638-893083,0
C4942-273358,1
C40438-974208,1
C41564-579594,0
C96377-233849,1
C35746-532252,1
C45437-126298,0
C95751-344909,1
C88253-429751,1
C77018-475755,0
C44907-953784,0
C22346-506224,0
C46833-108858,1
C51666-77329,0
C63029-514583,1
C59300-376370,0
C10527-669762,0
C6670-82442,1
C25088-868950,0
C81310-666610,0
C84833-802052,0
C52068-130520,1
C92369-535684,1
C88783-634730,0
C80523-334491,1
C88967-81621,0
C63268-545557,0
C62935-810581,0
C13441-657162,0
C26005-138981,0
C9938-668632,1
C60099-434325,0
C76665-588489,0
C47650-346329,1
C26980-97129,0
C5044-582970,1
C460-315269,1
C18710-764235,1
C87645-227039,0
C38800-918638,0
C90392-821248,0
C23580-779039,0
C86739-294065,0
C57136-606317,0
C59106-732692,1
C58314-989124,0
C27550-859404,1
C19696-781035,1
C59100-785698,0
C408-887665,0
C28519-143262,1
C98273-556169,0
C12484-727848,0
C15295-442110,0
C58925-791005,0
C81136-666792,0
C60655-339870,1
C85720-495219,0
C38503-454360,0
C9553-681844,1
C64642-630307,0
C89448-917296,0
C70295-212038,0
C96934-430356,0
C26459-424032,1
C76103-50430,0
C82634-671952,0
C95485-86495,0
C82178-208144,0
C9046-238992,1
C82754-270993,1
C76574-333803,0
C8909-759363,1
C49051-133487,0
C89921-885446,0
C79737-470853,1
C11606-795393,0
C16269-971621,1
C18584-545799,0
C80474-398086,0
C77807-276070,0
C14020-989956,0
C96441-122246,0
C16975-732586,1
C62580-504238,1
C67550-123107,0
C79498-277208,0
C43201-515221,0
C96206-578766,1
C76662-615688,0
C6803-758634,1
C73954-197493,0
C75259-892017,1
C35036-746021,0
C94171-873056,1
C94291-983218,0
C24367-475906,0
C78756-529380,0
C98414-411419,0
C14684-664300,0
C22732-678441,0
C53127-971893,1
C64191-552421,0
C11979-864248,1
C48655-960256,0
C30746-991603,0
C59157-959911,0
C85524-208232,1
C40540-311148,1
C19051-289189,1
C21109-947915,0
C14935-41217,0
C70988-419038,0
C42390-513623,1
C19041-336184,0
C33017-429849,1
C39933-586339,0
C92207-259005,1
C46927-11857,0
C5796-625778,1
C37049-481779,0
C12525-795572,1
C57520-576974,0
C83014-636824,1
C47250-227079,0
C26211-907940,0
C37393-364137,0
C49764-452821,1
C95996-151053,0
C72452-482047,1
C74474-28239,0
C33665-634159,0
C79728-82009,0
C88717-260043,0
C41692-389012,0
C36549-12487,0
C40067-890761,0
C89329-402625,0
C8321-691852,1
C8045-522205,0
C4402-699500,0
C81202-215923,1
C97338-175682,0
C38740-149833,0
C90152-169630,0
C4957-810032,0
C52195-684154,0
C88720-238918,0
C60011-372699,0
C56684-240143,1
C4442-990903,0
C67638-999333,0
C54201-298422,1
C69110-741237,0
C53625-166048,1
C33399-509748,0
C17775-636438,1
C85144-830797,0
C9419-874227,0
C45307-692261,1
C96008-871883,0
C36343-739604,1
C48786-760108,1
C6290-495690,1
C44858-370295,1
C70455-148469,1
C6019-674238,0
C24893-421026,1
C36283-634129,0
C63141-347824,1
C66245-625784,0
C17019-575428,0
C20241-608552,1
C40937-884118,1
C86850-881126,0
C37198-461663,0
C23454-301759,1
C17335-237126,0
C29387-745878,0
C69946-698936,0
C24240-125792,1
C30757-395276,1
C59594-65040,1
C7845-131911,1
C1523-809257,1
C47405-22421,0
C66975-563458,1
C72082-96527,0
C8301-139631,0
C2916-604254,0
C90949-806858,0
C14647-111471,0
C46669-355310,0
C97288-708746,1
C72180-961434,0
C33788-265075,1
C12799-533744,0
C97293-229028,1
C81647-85443,0
C24814-120655,1
C86472-303319,0
C9651-63708,1
C95942-536025,1
C92772-477853,0
C91351-774670,0
C11271-75276,0
C84538-952492,0
C47722-551998,0
C56405-900516,1
C40864-168618,0
C35339-367171,1
C69971-819359,0
C84325-759549,1
C44114-577851,1
C64980-534757,0
C40642-520701,1
C37068-773245,1
C9245-329998,0
C65606-613918,1
C23054-583772,0
C39151-659761,1
C83957-878409,1
C17558-623308,0
C58525-797708,0
C37457-448106,0
C49790-859282,1
C70075-289621,1
C56140-729314,0
C4771-439024,0
C93721-173407,1
C33935-141855,0
C1715-428746,1
C73890-69676,1
C55321-499345,1
C75329-330056,0
C88728-795244,1
C92196-530088,0
C92493-484729,1
C87011-632556,1
C20617-887014,1
C28614-416118,1
C2315-854536,0
C72098-474628,0
C46883-928451,1
C42371-373694,0
C60783-457026,1
C86266-131345,0
C41839-790536,1
C51011-510854,1
C94472-16726,0
C87397-38190,0
C54281-46456,0
C53128-199641,0
C64731-741990,0
C47124-728512,1
C33457-780656,0
C98902-735290,0
C55599-672227,1
C16413-755242,0
C7532-877846,0
C31071-477584,0
C17252-775652,0
C51639-923627,0
C34477-125041,0
C33356-117331,1
C47519-983466,1
C76695-656360,0
C30724-610163,1
C63379-182547,0
C99392-991810,0
C44026-162494,0
C79218-290100,0
C71265-956532,1
C18149-205358,0
C10927-842461,0
C63034-159999,0
C55080-900148,0
C87356-221816,0
C86108-260003,0
C86455-654715,0
C22589-230584,0
C12494-163569,1
C61769-372126,0
C24390-17782,0
C32852-175107,0
C46502-787531,1
C89932-511467,1
C93515-617901,1
C19277-314756,0
C74935-335720,0
C46151-618978,1
C71821-596267,0
C17994-369761,0
C54027-328942,0
C32438-757019,0
C14013-741859,0
C95201-51894,1
C33024-348630,0
C73234-761991,0
C32553-424556,0
C76611-492680,0
C86190-903983,0
C54299-160537,1
C48212-97052,0
C60247-503525,1
C32960-352422,1
C35011-933438,0
C49038-699100,0
C2600-220578,0
C93216-597214,1
C96396-638041,1
C93852-106358,1
C95410-662278,1
C11560-552163,1
C10159-572730,0
C31956-114938,0
C3133-514936,1
C13071-793650,1
C66025-605321,1
C31095-957926,0
C19831-963080,0
C111-577761,1
C75344-146594,1
C18104-364170,0
C22637-791119,1
C24936-929426,0
C115-43303,0
C2445-865727,0
C15449-450613,0
C16759-751861,0
C69218-844546,1
C26232-393228,0
C78872-804912,0
C66115-579352,0
C68682-554398,0
C93806-311428,0
C29046-389927,0
C26610-362144,0
C19288-839582,1
C8090-603795,1
C93041-681263,0
C93730-396276,0
C73011-805582,1
C66048-34995,0
C55120-867243,1
C19880-377352,0
C4777-781875,1
C7222-154818,0
C50894-184831,1
C8655-756251,0
C2216-686157,0
C68197-231753,0
C93328-187008,0
C38907-481708,0
C40736-134451,0
C31186-343890,1
C55517-393308,1
C39588-617352,0
C82903-105646,1
C39906-641336,1
C53926-523632,0
C80321-969937,1
C28644-318709,1
C26770-565239,1
C55940-826828,1
C81401-761651,0
C243-594131,0
C52939-233785,1
C27251-324891,0
C8216-185556,0
C50460-928168,0
C98617-31856,0
C18302-643331,1
C69130-23069,0
C28703-275478,0
C46067-258097,1
C11576-211073,0
C57179-398783,1
C54190-443856,0
C65302-837273,0
C12769-825037,1
C84839-365485,0
C34861-702464,1
C94553-38520,1
C71829-207836,0
C50171-515949,1
C14998-520183,1
C41101-784361,1
C15221-888949,0
C97635-205725,1
C49015-518647,0
C86516-150500,1
C31812-307999,0
C65561-194014,0
C10809-570155,0
C98117-578353,0
C65426-455003,0
C85243-495989,1
C64240-712557,1
C27214-805983,1
C13573-737873,1
C24931-317509,1
C59197-397732,0
C44070-427974,0
C48443-879704,0
C77904-782840,1
C22025-217787,1
C25291-850047,0
C73057-191495,1
C20935-264616,0
C10186-850483,0
C49371-474112,0
C40776-47690,0
C81891-745379,0
C87585-888981,0
C95257-621916,0
C51181-290328,0
C74591-839631,0
C92890-574287,0
C54977-108351,0
C31005-67869,0
C31099-471105,0
C1793-485442,1
C55747-917607,1
C56346-890522,0
C93322-43421,0
C44008-128475,0
C34912-250315,1
C56126-747082,1
C53242-532139,0
C73484-622617,1
C81826-385899,1
C18059-110948,0
C50478-302905,1
C9955-596686,0
C48379-164826,1
C21237-374079,0
C39526-558181,0
C77284-666903,0
C91221-737136,0
C59172-952222,0
C6847-958560,1
C8036-988522,1
C32393-112814,0
C82778-985208,0
C67162-742263,1
C8446-500505,0
C38474-471286,0
C43335-151508,1
C39528-656965,1
C68796-685140,0
C28281-176774,0
C42120-243612,0
C62423-979567,0
C25853-799152,0
C51126-159096,1
C41677-994781,0
C56465-627499,0
C84457-790422,1
C24015-641763,0
C99004-950166,0
C16952-135617,0
C6638-238693,1
C50477-475320,1
C47745-515218,0
C5833-287018,0
C86833-845419,1
C79935-476010,0
C87084-402369,0
C69902-738864,1
C28233-966286,0
C62266-546048,1
C58330-211055,0
C76842-418672,1
C64297-236928,1
C22905-494675,0
C47253-696175,1
C48460-43705,0
C48197-806058,0
C31435-307470,1
C65965-203778,0
C90041-215541,0
C58467-92734,0
C46328-907847,1
C4288-721923,0
C35717-459233,0
C78697-452112,0
C4383-703750,0
C11840-450517,0
C5228-896804,0
C86945-131197,1
C92747-412317,0
C88354-759658,0
C94480-881054,1
C52917-339175,0
C6974-180178,0
C82889-767901,0
C42453-450531,1
C81334-748533,1
C61409-562484,0
C18425-809454,0
C80921-494524,0
C304-320975,1
C76964-280256,0
C7154-300864,1
C86440-275408,0
C18909-135902,0
C27540-297264,0
C17154-993966,0
C3165-379680,0
C81373-929740,1
C38932-543683,0
C73257-416565,0
C13644-633276,0
C77927-103304,1
C43589-852528,0
C32849-291430,0
C9453-487403,0
C85542-709051,0
C22344-343462,1
C48769-515393,1
C13146-892003,0
C44704-357217,0
C33956-567956,0
C52703-483678,1
C12380-163827,1
C3669-66085,0
C26010-850766,0
C61498-204622,0
C84374-979148,0
C54116-102373,1
C57204-101189,0
C21755-780841,0
C28062-934117,0
C75220-425393,0
C11548-626344,0
C91671-883401,0
C60775-403401,0
C77887-753914,0
C47787-338345,0
C71311-360024,0
C56309-331222,0
C49739-444773,1
C33331-166905,1
C3491-861280,1
C97624-937141,0
C41799-327752,0
C40124-511042,1
C6229-962626,0
C68846-252296,0
C18763-107065,0
C43827-756931,0
C22040-747162,0
C98558-43890,1
C44246-199235,1
C83134-441032,1
C25215-690878,1
C65647-923875,1
C761-999794,0
C61853-746727,0
C22058-767428,0
C90473-627397,1
C78715-38836,1
C44491-110268,1
C38132-758459,0
C5079-850805,1
C74112-677125,0
C99122-409851,0
C30811-774184,0
C64252-256695,0
C40880-104875,0
C58683-879464,1
C27970-885410,0
C88818-999076,0
C95308-961181,1
C19920-635572,0
