business_id,cashflow_shortfall_amount,shortfall_flag
B39171-558450,26157.62,0
B69619-294404,8746.79,0
B9603-287452,23898.36,0
B64479-311877,36558.3,0
B95557-626626,8060.17,0
B57966-365058,19003.86,0
B45938-954139,47567.67,0
B26906-573169,34106.17,0
B22268-558367,9609.88,0
B38814-595389,45619.33,0
B54193-575395,15921.13,0
B55519-15347,13622.11,0
B49245-794104,-3219.96,1
B93049-563063,29563.78,0
B2561-892801,-1119.0,1
B14391-698491,51455.64,0
B46904-445535,69920.76,0
B93571-875157,-23195.7,1
B65046-37117,-14413.08,1
B99089-414413,14757.54,0
B84180-178166,-1018.83,1
B77894-313222,18822.03,0
B30941-366610,40834.39,0
B48858-472330,-2145.26,1
B37743-64923,1538.25,0
B44050-744823,21673.6,0
B16097-377271,4063.98,0
B79851-679184,12917.94,0
B98705-765321,4224.86,0
B24011-947064,34759.71,0
B55633-104715,10543.84,0
B82666-778623,46936.34,0
B14671-646487,51723.51,0
B94563-800369,21920.87,0
B58041-317523,-1001.66,1
B58105-696075,47536.62,0
B86350-79354,10856.29,0
B94080-580077,24761.38,0
B85557-230804,9986.31,0
B13157-845633,7987.63,0
B64128-831040,15060.94,0
B48789-372322,5578.78,0
B44738-749691,-9957.07,1
B91698-497133,-446.62,1
B57904-931850,23893.21,0
B27144-263603,20761.37,0
B67360-203632,21982.16,0
B67012-857504,30119.58,0
B8994-175218,14449.54,0
B18137-137405,22176.1,0
B84086-892973,6434.36,0
B82042-706327,32880.83,0
B29825-174700,11373.23,0
B9596-722237,25182.84,0
B88299-992737,-4639.16,1
B41421-406383,-12580.7,1
B65195-934388,-7821.14,1
B55247-78488,26494.13,0
B91496-818932,10406.63,0
B49766-181522,3363.0,0
B82468-155631,18200.66,0
B38887-144862,22904.94,0
B63046-335781,28735.92,0
B21827-986517,8518.23,0
B95181-584474,19698.26,0
B68156-500836,30572.77,0
B34296-45984,25782.98,0
B36835-517150,15652.38,0
B80202-578851,25840.55,0
B79678-341651,-2683.17,1
B25598-512691,6391.17,0
B76965-580485,-18880.18,1
B31756-216720,4496.57,0
B67795-40413,23168.77,0
B38000-923718,13624.52,0
B84999-470765,28322.69,0
B19133-887243,25028.81,0
B35951-214110,8562.56,0
B26932-867639,-238.12,1
B14044-570365,6838.95,0
B19973-59794,25808.84,0
B40472-250542,1301.15,0
B89564-415827,7757.53,0
B15479-771076,27741.67,0
B36851-772378,6831.85,0
B89922-432392,6907.65,0
B5210-27942,11618.54,0
B54441-802518,-8905.89,1
B23862-166529,8907.99,0
B23805-840934,27884.12,0
B67464-591357,-4062.74,1
B73545-460553,3521.06,0
B78745-860575,-3054.1,1
B59896-660291,-21232.3,1
B80173-407473,12408.39,0
B64529-174109,12912.08,0
B37904-208166,31422.27,0
B59764-385764,19526.49,0
B68199-397187,16864.74,0
B36160-294639,-14341.7,1
B69222-389611,21638.0,0
B16187-540519,4927.53,0
B48968-640397,-4873.39,1
B95386-782256,11073.11,0
B6743-65848,16597.96,0
B93159-329268,32220.75,0
B11105-473645,13013.27,0
B65797-853943,21834.09,0
B16129-39329,39378.89,0
B14326-968548,31637.08,0
B60703-175780,-3937.05,1
B42192-261093,-713.89,1
B62639-413505,-2590.38,1
B21917-131963,45942.33,0
B37961-583156,27689.8,0
B10358-128095,26369.22,0
B95047-433314,24445.68,0
B5569-658167,28104.61,0
B28954-939365,16246.83,0
B76356-697733,5183.74,0
B34037-591367,-15187.43,1
B99234-625469,-11094.72,1
B50388-345439,4310.99,0
B84830-957785,27139.05,0
B25151-87025,29857.2,0
B75154-705250,-312.09,1
B16284-29326,7610.4,0
B33887-454250,21049.01,0
B78084-674301,-13177.17,1
B59892-886780,32331.99,0
B45353-19263,-15984.23,1
B49911-196662,-8243.99,1
B30547-957757,-9754.91,1
B84030-996366,32885.42,0
B30354-591708,-1746.09,1
B84145-769414,-6737.17,1
B57518-81210,5302.08,0
B14572-899394,19926.45,0
B8429-960292,7869.69,0
B34965-548532,26943.08,0
B6497-967275,4986.4,0
B98009-765102,10823.78,0
B35625-330315,28912.68,0
B53172-27271,-21337.18,1
B84630-360211,7514.74,0
B23384-66572,-11227.89,1
B61430-692294,7794.52,0
B70653-235335,-13073.17,1
B82006-557100,3678.01,0
B94888-395162,6856.83,0
B62912-270784,21270.73,0
B8099-949439,3589.29,0
B2196-272493,-3364.57,1
B25379-748543,6350.89,0
B19815-979534,32369.69,0
B29409-89582,-23270.39,1
B56714-96691,-19216.14,1
B5205-521416,9297.9,0
B2939-748007,27034.05,0
B69020-900456,6877.6,0
B43719-814163,28628.78,0
B13593-803164,18156.27,0
B17169-477376,40950.68,0
B7631-485003,-4862.1,1
B37151-24996,-20272.56,1
B7836-115112,-2818.4,1
B7810-560863,39805.8,0
B14075-457721,28360.66,0
B62524-421847,10025.42,0
B45703-119608,39701.15,0
B80897-932608,29766.82,0
B1531-351172,20432.76,0
B74703-704544,5962.6,0
B37581-397363,22574.61,0
B92673-268711,10862.49,0
B9657-363176,620.32,0
B75071-131286,5280.94,0
B19775-101762,11906.92,0
B74097-356245,6731.63,0
B17115-15973,-1991.39,1
B50157-816765,26546.39,0
B32691-304149,37086.96,0
B93683-88898,17574.94,0
B9933-858330,13500.96,0
B7996-59169,55420.42,0
B33072-273016,13571.81,0
B49833-24956,17608.44,0
B41900-783953,18502.24,0
B96144-277020,31354.35,0
B5447-833401,21750.93,0
B59163-639645,5284.15,0
B95950-772957,31783.1,0
B18781-755407,33215.29,0
B50126-230308,18424.48,0
B47399-456109,35406.32,0
B17173-791205,30869.62,0
B30782-991303,33417.34,0
B97898-476334,4243.08,0
B96994-102661,9093.96,0
B14389-421823,39743.8,0
B8027-461380,17907.38,0
B48430-202480,-6616.13,1
B66807-430806,23938.22,0
B65528-163989,-3771.15,1
B50701-958255,-5110.05,1
B71068-603504,-14951.33,1
B18845-199718,-14443.9,1
B28328-261319,32019.77,0
B97339-663729,4213.21,0
B87996-825763,34605.03,0
B62392-423072,9502.84,0
B29155-449187,-1808.58,1
B42991-761833,-304.63,1
B6688-458231,-23334.11,1
B90636-798209,4660.37,0
B6404-931079,-4054.46,1
B7445-886929,19435.77,0
B29400-74916,7961.96,0
B24359-807988,19166.46,0
B88653-406011,-8003.23,1
B15452-153320,6475.16,0
B33465-644420,-6845.24,1
B62132-743128,9058.17,0
B75515-943674,-443.02,1
B97952-70744,-953.67,1
B98976-547041,18932.65,0
B71807-697669,13143.07,0
B23581-376791,11255.24,0
B18574-916351,35161.44,0
B44729-195713,-12655.37,1
B45332-516644,-867.15,1
B86644-850213,16943.47,0
B50769-719468,47644.31,0
B78121-459378,33338.23,0
B69284-728358,-6661.54,1
B48045-990485,17290.91,0
B83557-388083,10976.47,0
B14457-22221,-2738.68,1
B65733-158170,10791.8,0
B77043-481728,49530.41,0
B96211-626976,4586.99,0
B78358-740927,11399.91,0
B13024-230728,20409.23,0
B93369-774801,15904.78,0
B74171-817304,-268.95,1
B57426-991622,-18485.75,1
B30751-427423,-412.21,1
B70302-928161,5355.42,0
B17094-435321,27220.11,0
B67363-243061,-8675.68,1
B59734-496632,6436.52,0
B10900-30842,25427.21,0
B37923-756528,14286.66,0
B63978-28846,-13143.6,1
B75005-353969,19711.42,0
B63970-807098,18006.56,0
B9383-130177,49412.19,0
B30673-818438,-3899.11,1
B78807-444853,17449.56,0
B31033-810634,13965.25,0
B5874-556407,1991.68,0
B72155-301136,11245.75,0
B11083-378565,43602.73,0
B96568-714601,24167.13,0
B18233-590923,42690.27,0
B881-797006,21971.1,0
B56800-386417,-7201.0,1
B18589-266283,5934.26,0
B40061-713623,13167.17,0
B29218-474230,2491.05,0
B22363-262811,7047.78,0
B20454-195545,24090.93,0
B43051-66689,39492.76,0
B91279-302793,4835.03,0
B23748-690428,26572.47,0
B50829-72897,3939.32,0
B42071-844237,43412.99,0
B18758-815385,-17384.82,1
B21353-202563,-10300.03,1
B64266-835383,48220.08,0
B26490-860810,-6204.86,1
B51678-636486,15417.35,0
B6952-534912,9503.32,0
B95086-416702,-10295.9,1
B2651-974891,-4202.85,1
B61101-766642,30009.48,0
B49259-543717,32468.11,0
B51807-672292,4811.42,0
B33343-804993,7484.3,0
B21900-857976,20001.1,0
B76039-879780,7564.36,0
B57928-937524,22352.74,0
B7339-232375,11805.27,0
B6810-634253,3226.51,0
B21138-834622,29882.88,0
B40946-175950,938.42,0
B38091-640454,25753.04,0
B79157-838091,-5050.82,1
B7071-600225,39730.17,0
B29239-846518,5215.85,0
B85545-54932,21319.75,0
B77167-712963,4724.91,0
B80357-825604,12460.46,0
B84842-859981,19400.91,0
B11216-775345,24026.72,0
B4235-658706,32663.58,0
B6729-895101,15293.61,0
B65131-752454,9844.3,0
B33480-728240,8523.54,0
B17171-795211,-3180.79,1
B20174-430304,33206.92,0
B90824-233723,15639.03,0
B67943-588614,6732.99,0
B40001-572833,38097.54,0
B11305-186899,13773.04,0
B55761-879781,47551.62,0
B6006-896505,24738.74,0
B2691-445848,-15658.94,1
B63087-886038,1052.77,0
B63470-57671,18706.62,0
B80785-266187,27264.22,0
B31952-40139,-26548.33,1
B42970-769865,10516.91,0
B52856-520888,10327.32,0
B1383-648070,41607.57,0
B1225-110251,1782.71,0
B67165-230087,30055.44,0
B26270-199209,-7731.79,1
B8538-575191,28771.5,0
B20195-606709,-8083.57,1
B9852-527711,18809.17,0
B26919-533581,852.19,0
B24317-381954,14455.19,0
B88808-450572,13965.91,0
B33094-167102,9142.96,0
B77375-988450,-3644.35,1
B97856-997654,24661.58,0
B49516-859913,21386.63,0
B9687-472486,-8201.65,1
B745-733437,-4007.93,1
B31030-817732,19088.24,0
B81935-648492,32733.23,0
B52242-428371,-7799.5,1
B43832-492676,-2721.37,1
B46405-475151,45427.01,0
B46137-661726,33571.41,0
B9446-370364,10656.55,0
B687-33933,44174.99,0
B12863-205893,15909.09,0
B69715-832174,3604.59,0
B36216-406300,8978.35,0
B85851-659637,7213.25,0
B91453-698374,-8876.87,1
B90401-960682,-6220.05,1
B59142-32818,-1010.42,1
B45196-905176,35030.29,0
B72086-405380,33652.42,0
B71069-66431,23100.07,0
B33966-95597,23289.98,0
B77075-792555,-1637.83,1
B81657-654832,-14032.33,1
B6516-729076,7594.6,0
B72616-131286,285.55,0
B56015-814847,-15481.35,1
B18158-112234,3090.32,0
B76737-876238,17650.57,0
B40818-135627,16920.68,0
B74758-708194,11370.04,0
B78212-207237,27867.03,0
B58167-51709,17417.26,0
B88069-944278,-16177.66,1
B1189-807090,8934.21,0
B37446-374205,8760.86,0
B74763-125972,273.52,0
B10587-909259,23135.89,0
B255-407654,-9966.92,1
B67594-286659,-6820.03,1
B38647-551626,7220.58,0
B28895-976512,12736.46,0
B55396-191925,801.23,0
B21547-435052,-425.53,1
B36698-739506,12254.0,0
B41914-732007,27271.79,0
B90851-184050,2614.64,0
B75430-713582,31626.64,0
B63378-73017,27522.4,0
B72006-83931,6175.75,0
B9628-265684,-20592.85,1
B93912-680081,-8942.69,1
B50200-311943,16937.39,0
B8279-776326,26811.76,0
B55367-652941,32118.06,0
B82479-196732,26875.24,0
B24052-805175,3912.87,0
B53898-695865,19784.69,0
B29616-508296,-14398.2,1
B56626-71257,4047.47,0
B22846-460415,20346.94,0
B68090-748010,14870.72,0
B15323-879241,24248.93,0
B72337-517548,12199.56,0
B2697-644495,8607.25,0
B2759-737393,1830.79,0
B86616-514458,17581.93,0
B74667-708078,892.02,0
B15137-506825,-2075.23,1
B71778-943623,10980.05,0
B8572-585352,23498.09,0
B23483-513639,28444.28,0
B61809-329393,5642.05,0
B69885-157155,61022.11,0
B34618-509126,-19452.66,1
B54009-671312,48201.61,0
B69724-193637,-6746.06,1
B53430-344181,-5997.53,1
B15382-101299,9276.22,0
B84966-837166,8213.36,0
B24364-602361,32035.37,0
B59775-210474,23258.81,0
B5175-255493,5000.49,0
B76048-934802,-6373.36,1
B48554-878865,17651.52,0
B72866-401842,8155.97,0
B48300-259198,-12281.65,1
B14047-631244,28198.11,0
B79322-21019,25967.08,0
B78710-611019,1095.33,0
B52242-696575,-4731.91,1
B56407-14543,4038.95,0
B4593-639501,35327.16,0
B50185-650690,21807.46,0
B79776-89980,1561.84,0
B43572-554193,15310.37,0
B49537-911038,25137.65,0
B59811-23766,13083.39,0
B6916-680279,17738.44,0
B64407-356068,-2957.59,1
B46833-396666,615.14,0
B95128-685653,6093.51,0
B11340-316380,1599.14,0
B92593-803934,20223.06,0
B8359-119613,24356.87,0
B81868-667326,10746.61,0
B89809-737352,-1310.83,1
B54969-38130,24031.95,0
B63195-123442,6559.82,0
B71010-781385,-1515.12,1
B86810-101291,24341.42,0
B23667-988126,8495.15,0
B97236-609836,19996.04,0
B51731-401467,-3815.66,1
B9985-210363,36861.11,0
B59759-336474,8570.11,0
B66414-280650,2498.1,0
B65187-835240,3825.42,0
B29265-285461,9526.48,0
B59029-232255,2464.14,0
B49912-591500,-995.63,1
B79251-897905,13322.19,0
B45000-85410,-8785.7,1
B7951-636876,-17202.43,1
B16388-597983,36120.22,0
B67680-555556,-15969.03,1
B7468-992817,-13633.94,1
B96236-670919,9889.33,0
B46503-254779,38180.86,0
B91270-92581,-13508.6,1
B9268-72147,4534.85,0
B86597-791030,2755.87,0
B49979-196190,39795.46,0
B59971-119950,-1.84,1
B89488-235833,-929.24,1
B98746-192557,36736.83,0
B32274-94436,47236.05,0
B99851-384125,7090.51,0
B71953-974866,18439.37,0
B49778-865781,285.03,0
B88768-241579,5070.02,0
B82425-22274,4423.42,0
B90006-152539,-17968.23,1
B96119-346696,14495.1,0
B78102-723171,10176.62,0
B17962-976872,6198.43,0
B43455-503049,10652.29,0
B99175-829769,10312.05,0
B87545-914891,8646.44,0
B30895-354007,38070.06,0
B8870-342146,58950.67,0
B11193-745272,34755.81,0
B46671-82966,-1063.18,1
B17669-588922,-4473.59,1
B11290-200906,13172.81,0
B62924-482565,3421.33,0
B42852-482497,37319.9,0
B32427-601597,21386.29,0
B86025-745224,69717.67,0
B2361-924548,-8515.65,1
B6816-849425,-9554.67,1
B86895-360285,-18468.23,1
B29133-529951,35894.91,0
B24100-836495,22652.83,0
B42704-225777,13475.39,0
B68436-588201,8679.07,0
B95174-280878,34844.75,0
B95755-857189,-17409.12,1
B5510-530117,44877.44,0
B56144-926360,-7660.68,1
B63415-564715,-6472.33,1
B96155-517310,2765.51,0
B71444-906400,-2098.48,1
B6896-520367,14641.17,0
B86816-423061,6291.98,0
B54345-723590,2821.52,0
B43156-721338,31905.15,0
B17809-993215,53903.88,0
B58657-80955,30312.81,0
B37518-408659,-3551.72,1
B16824-966630,30711.46,0
B17187-652630,19425.01,0
B12705-73321,-21047.8,1
B31437-874001,21614.72,0
B5582-110010,1588.85,0
B92641-302904,-12415.86,1
B88396-193850,-15443.65,1
B51052-959805,-4129.32,1
B35734-138343,12860.45,0
B44702-916808,-3303.86,1
B68748-837591,18811.27,0
B22154-978214,17567.3,0
B70128-163536,-2628.95,1
B22307-395030,21662.05,0
B80750-869909,31475.73,0
B81654-104912,-703.21,1
B83376-818620,-13296.81,1
B59618-886308,20945.62,0
B52881-646380,-13727.98,1
B44299-715877,14937.0,0
B8310-925877,-12942.53,1
B44463-139232,6299.27,0
B78379-887795,26879.66,0
B60448-730140,25695.43,0
B72224-956475,-9248.6,1
B68947-827649,-3102.33,1
B55498-882850,-8191.05,1
B99391-212359,2783.84,0
B3421-392060,2745.66,0
B81448-46176,-1470.28,1
B37483-651105,21992.24,0
B79290-222424,3797.76,0
B52993-991435,-7939.49,1
B35920-772682,7060.3,0
B66362-946045,4814.83,0
B3860-282986,22976.89,0
B22290-897349,19509.86,0
B67511-557028,1018.63,0
B23477-180841,-20643.83,1
B69669-131997,-7637.24,1
B38311-943630,36275.15,0
B83009-217556,14630.91,0
B3844-148898,27077.68,0
B25095-776096,22239.8,0
B17077-475797,25054.95,0
B98038-367642,26333.94,0
B99339-979142,-15875.91,1
B95444-597295,-10998.65,1
B16815-842504,-4006.53,1
B44509-282161,8253.87,0
B19186-430352,36631.42,0
B14476-308449,-13238.15,1
B61450-221055,-13132.07,1
B36736-410957,12568.19,0
B86220-135130,9474.82,0
B51749-69854,-5169.05,1
B34710-762758,14091.92,0
B74737-815870,8336.55,0
B78133-556128,2287.45,0
B70294-502237,-1361.6,1
B77017-208487,3193.29,0
B64300-908577,34412.02,0
B17254-317004,-3790.03,1
B62168-627489,1066.33,0
B77413-203099,30720.23,0
B30473-878569,53054.97,0
B33254-802948,21996.91,0
B6131-198599,7758.5,0
B93633-835642,33298.71,0
B72075-193344,-19004.05,1
B79028-360014,13860.56,0
B28769-956049,4357.08,0
B48538-298017,45509.33,0
B90000-311459,800.29,0
B67634-737992,-29661.94,1
B38344-38678,-7798.54,1
B75064-301982,15279.74,0
B37537-151094,16550.17,0
B77972-876037,56440.49,0
B74978-218185,16502.57,0
B73082-513790,21750.84,0
B50683-861345,43.76,0
B38492-719592,27014.7,0
B7561-833971,42734.82,0
B10616-862329,2619.39,0
B79385-782609,48466.01,0
B17614-439912,16711.82,0
B36368-73172,22395.93,0
B90586-600821,13943.98,0
B36888-464582,6447.54,0
B75849-214915,13346.03,0
B36127-246168,-1170.13,1
B93647-502731,27932.55,0
B42949-671243,38347.98,0
B17958-245137,24467.84,0
B79103-217554,-13769.12,1
B52495-825902,-2188.36,1
B39858-725883,-6161.21,1
B54412-232040,-26124.42,1
B68770-254129,4296.68,0
B15534-61432,-12610.05,1
B64147-202026,29038.44,0
B83655-892341,10957.73,0
B86020-374765,-3802.35,1
B45834-565784,13506.78,0
B40703-314153,-4333.91,1
B76808-110592,-9115.95,1
B82026-640098,23314.14,0
B39432-814748,9871.34,0
B91803-889685,30697.7,0
B21412-505727,11358.29,0
B84626-711936,-8091.77,1
B44279-913259,22809.95,0
B40479-706057,22758.32,0
B2111-963331,16975.67,0
B44114-933486,15687.82,0
B11838-455670,3915.37,0
B8867-658847,19332.36,0
B1029-567158,43466.09,0
B77587-458510,1982.85,0
B95140-570342,21271.52,0
B17538-178697,30185.34,0
B48615-322373,8457.74,0
B83920-183141,56722.53,0
B42517-934145,40600.25,0
B19899-882127,32466.08,0
B70288-376464,39306.97,0
B89959-368609,9530.02,0
B7697-401687,16315.34,0
B47193-127426,30914.82,0
B72227-564117,30556.16,0
B91469-773665,16783.39,0
B77462-129016,26733.8,0
B79774-393364,12474.13,0
B53261-176991,-12204.02,1
B2269-758923,10102.29,0
B22152-373106,28404.92,0
B73951-453172,21217.55,0
B8136-30994,-1958.08,1
B31878-734320,-6398.26,1
B27834-139913,15688.72,0
B66421-985316,-11563.58,1
B6444-721780,12133.36,0
B61616-424763,15229.34,0
B20638-350989,-9143.19,1
B15073-16817,16463.08,0
B71255-338123,13409.62,0
B59600-713574,13324.88,0
B36675-968582,18261.05,0
B42361-85240,27277.86,0
B3336-768322,14894.07,0
B2452-17932,34080.33,0
B76549-814411,168.29,0
B8656-289859,38046.68,0
B86936-441091,9866.48,0
B76218-688066,953.32,0
B9669-242399,4134.2,0
B56982-593552,16431.99,0
B70493-317740,981.87,0
B440-360113,41496.73,0
B44049-370244,10053.27,0
B82402-327186,10557.48,0
B91768-12010,12411.78,0
B74127-479395,10062.41,0
B75350-448524,2904.72,0
B85476-392342,31857.76,0
B81632-697960,19095.19,0
B55878-430906,35680.7,0
B64453-624008,-9429.23,1
B64022-349527,24472.53,0
B39520-901270,-1992.17,1
B57269-514123,-5572.73,1
B75065-271961,12216.63,0
B46940-302305,-20911.42,1
B84854-996824,6996.74,0
B58442-326598,25570.11,0
B1407-98322,-4502.86,1
B80488-460915,-1768.58,1
B90868-352794,26799.34,0
B1240-727063,-889.06,1
B24942-64491,20923.97,0
B26521-687101,8125.76,0
B3730-504963,-4455.24,1
B19695-943802,10104.35,0
B76121-198774,40826.99,0
B44889-786988,35417.04,0
B55790-361429,20495.36,0
B26186-802209,52633.6,0
B16959-351992,30445.44,0
B91188-356541,32542.08,0
B1307-847639,-11967.27,1
B46199-683512,51.07,0
B67596-140947,26944.47,0
B66193-904572,42030.63,0
B29789-938940,28362.22,0
B48751-747526,35755.77,0
B97908-283204,-2346.26,1
B60111-307978,20947.54,0
B56215-58191,29642.34,0
B95171-342621,38794.38,0
B78505-254465,-6845.01,1
B72802-145479,34143.18,0
B72905-954840,13957.47,0
B59054-152101,-10402.6,1
B28164-175035,32939.94,0
B79163-570365,-3827.74,1
B2554-596877,1811.4,0
B20978-681030,2522.19,0
B51198-103098,46302.05,0
B36404-731416,6103.46,0
B30486-273289,16962.22,0
B55320-570371,28849.71,0
B21183-190442,38735.19,0
B22290-914374,49043.53,0
B6242-535602,615.24,0
B28498-108511,-6660.87,1
B53510-53086,12013.36,0
B2484-325042,23271.59,0
B15172-272532,12280.58,0
B40610-14635,14037.82,0
B49033-803365,20484.22,0
B21926-61953,33777.49,0
B25618-895192,14813.91,0
B24145-957354,25299.76,0
B92546-576765,41005.24,0
B52019-224947,2426.17,0
B99541-745032,-25938.8,1
B36288-489503,30716.13,0
B5945-560881,-13285.14,1
B36774-341176,40744.02,0
B19437-177371,32187.71,0
B22413-844975,38441.75,0
B27043-544450,7800.9,0
B78049-441843,5806.21,0
B376-550306,-4844.56,1
B12044-63307,19597.4,0
B52987-839571,24338.44,0
B81542-69916,34481.65,0
B49947-336046,20458.34,0
B58753-44270,-17465.55,1
B86172-17494,22799.21,0
B27910-274782,10532.92,0
B10603-184316,-29714.11,1
B84861-95319,44864.69,0
B11690-789776,-7587.16,1
B12966-706650,-6825.23,1
B66724-572430,-7098.9,1
B68999-305319,38576.82,0
B9864-463050,3680.07,0
B42827-202864,34202.7,0
B41260-293603,22255.44,0
B94854-353909,-4461.13,1
B76069-91402,39591.1,0
B15138-387539,-6425.33,1
B21381-860141,1958.09,0
B54289-907762,-2230.36,1
B8705-172572,22283.34,0
B1481-865371,6565.12,0
B66734-87990,-16834.87,1
B19910-543002,39698.99,0
B24422-752074,5363.65,0
B41969-610895,22523.12,0
B61488-516046,26988.25,0
B10307-749669,825.99,0
B87429-611871,8474.26,0
B67728-278012,2472.78,0
B28320-853572,21674.8,0
B84150-149059,215.85,0
B22131-215704,-13294.63,1
B59866-713026,9707.23,0
B12549-758076,1913.44,0
B56799-792108,-1543.53,1
B81353-508581,29246.09,0
B63771-741610,64.12,0
B96258-691008,25391.17,0
B68587-768716,1949.46,0
B17722-39546,-2378.84,1
B70363-320183,13456.95,0
B53217-807326,28280.15,0
B58494-515666,-9030.1,1
B28554-520714,13720.3,0
B68004-831591,-6646.04,1
B15692-509303,3778.5,0
B22273-96974,20744.25,0
B33304-738159,19691.99,0
B35696-324044,5666.55,0
B34424-501971,31085.27,0
B89500-282550,-25261.77,1
B76212-345483,-6028.54,1
B88707-569709,8795.95,0
B81005-220344,65176.85,0
B1689-69831,11889.75,0
B25335-184967,43026.89,0
B259-500395,10794.36,0
B12245-86809,3565.22,0
B81009-895352,24325.72,0
B16337-412372,18388.55,0
B8344-129963,20972.05,0
B14843-443480,22178.64,0
B97202-116242,22991.11,0
B46201-199830,5253.2,0
B84327-773027,10531.71,0
B56478-534624,26344.8,0
B71226-684671,34275.38,0
B56171-266507,16113.02,0
B93914-64812,-12098.23,1
B12337-675506,-12383.68,1
B37813-932455,5795.59,0
B45509-905466,10253.22,0
B48866-712702,1855.11,0
B79663-577228,5671.91,0
B89778-668439,8049.51,0
B58708-32773,3956.92,0
B89181-357430,22779.83,0
B31997-751113,-3136.82,1
B51061-568103,-4129.14,1
B44857-64996,29141.13,0
B22836-371157,-45.33,1
B28090-515643,17053.04,0
B79723-252502,25370.48,0
B22540-267140,82.21,0
B35305-300476,53225.7,0
B80911-265037,28804.95,0
B55203-26413,19135.16,0
B41727-986847,36449.92,0
B71374-408159,-16077.6,1
B32502-928104,36592.45,0
B5893-53413,5277.86,0
B5671-174436,-13277.15,1
B96967-519514,2548.49,0
B91318-744383,24636.6,0
B2324-189886,28752.39,0
B48795-748236,30993.92,0
B39229-924017,20038.44,0
B92222-74721,20291.04,0
B44860-384675,35136.45,0
B71954-918046,638.09,0
B94330-983325,23157.97,0
B98638-504270,13225.42,0
B29896-431869,15723.17,0
B58372-663974,4877.49,0
B90063-851275,485.97,0
B98926-325896,17942.81,0
B93735-615838,-9681.26,1
B75457-171451,37714.61,0
B78456-71468,2132.94,0
B16311-951920,-6627.18,1
B5942-77636,23981.25,0
B66952-723719,29396.23,0
B46068-331926,23367.83,0
B17608-140769,5412.14,0
B22105-833293,10680.77,0
B54675-964133,6889.49,0
B80842-999912,34914.72,0
B25699-762185,-942.53,1
B87692-161148,18164.28,0
B67014-587348,-17527.17,1
B67155-495771,1985.05,0
B87797-233418,4711.34,0
B74719-241574,17253.59,0
B86092-291795,14899.51,0
B2357-162183,-11363.98,1
B27464-394833,36359.07,0
B25072-422967,26978.96,0
B26754-891315,12223.82,0
B80869-198306,-12107.69,1
B81523-922519,-6328.4,1
B29420-273410,17461.43,0
B52489-651784,-12051.09,1
B95790-313566,32341.06,0
B34873-814037,5638.68,0
B51268-520223,-4544.64,1
B27847-389307,-8826.55,1
B83792-250316,20466.29,0
B57605-552446,18271.18,0
B85996-317479,-13932.55,1
B18235-844053,58878.47,0
B90987-844126,3071.86,0
B96135-824914,5064.15,0
B47477-817659,12577.43,0
B23654-649898,4641.87,0
B62591-441213,8078.1,0
B55721-756609,23558.62,0
B58383-475725,20663.01,0
B17023-113671,-13827.75,1
B47691-271894,5826.15,0
B54436-623220,23367.4,0
B74183-728425,28282.93,0
B61048-402710,-3779.21,1
B33102-642385,16998.26,0
B80198-405892,27438.77,0
B73116-339130,49906.7,0
B26772-630391,27761.72,0
B4313-156487,4588.9,0
B10393-917099,40324.03,0
B55960-734188,32384.05,0
B62607-316357,13870.63,0
B57234-417550,23026.41,0
B28272-708304,20652.55,0
B20232-899617,4672.25,0
B18299-106530,10606.37,0
B43065-252860,9592.99,0
B39879-976045,-8359.72,1
B31981-710509,1929.75,0
B82694-986390,-20676.52,1
B24572-669413,21793.79,0
B36121-855282,11757.62,0
B54231-487710,12161.6,0
B24187-396978,25993.7,0
B12928-776153,29532.62,0
B61710-167669,29265.71,0
B96764-804050,16011.92,0
B1501-32316,19265.21,0
B85279-965513,25507.12,0
B15293-572703,10860.79,0
B92489-617925,16288.98,0
B44964-581547,19643.53,0
B20407-712681,-9549.06,1
B43891-903921,14500.54,0
B12050-424517,24672.72,0
B76340-776297,18476.92,0
B77503-535307,17689.25,0
B2845-694998,-8561.12,1
B55343-812467,2621.92,0
B71454-762413,46959.27,0
B51474-496054,11772.73,0
B30216-200334,-18268.52,1
B93674-146726,-16115.32,1
B20547-997514,15214.23,0
B29436-491919,14220.32,0
B6255-355619,46413.75,0
B55768-844400,8142.31,0
B21063-719417,2838.78,0
B50224-59979,20572.81,0
B52970-883682,45084.74,0
B64210-658967,6948.44,0
B53654-538395,22572.08,0
B21036-368076,-17627.12,1
B88939-699630,-12757.77,1
B27706-157370,40140.94,0
B28251-441332,-13462.78,1
B79403-108077,24335.88,0
B11408-206270,4966.44,0
B62622-196106,-11572.04,1
B90406-111957,20278.16,0
B94208-942985,9806.77,0
B92869-217032,21820.82,0
B31231-947271,1575.8,0
B33970-359431,-16797.22,1
B49167-38860,16735.75,0
B58685-597549,15679.86,0
B21707-317241,-5994.19,1
B99034-274854,16071.7,0
B12008-344683,37363.85,0
B74807-139281,-11962.42,1
B78357-243539,23343.9,0
B55935-163831,36939.57,0
B49529-914297,8533.52,0
B82252-211126,11257.34,0
B46269-331140,19896.98,0
B7759-109558,17230.48,0
B60714-574643,-15160.25,1
B77340-573093,40166.04,0
B32893-573014,8843.53,0
B46573-610343,36262.24,0
B97718-574254,6669.05,0
B88430-527976,17400.42,0
