business_id,cashflow_shortfall_amount,shortfall_flag
B69046-569603,22359.81,0
B58187-158055,24398.38,0
B74815-588679,14987.38,0
B4007-378350,32459.18,0
B13941-821900,-16521.94,1
B90966-597107,6535.83,0
B49927-966534,21800.11,0
B79043-342841,27821.37,0
B19959-205207,-20012.05,1
B92467-996467,-5595.9,1
B84681-491166,-12460.99,1
B77252-360116,-12324.46,1
B20680-255352,29155.38,0
B27074-877110,-12781.73,1
B35947-805244,8166.83,0
B60887-779914,14827.67,0
B5053-522299,24397.81,0
B89918-812527,-8364.44,1
B76873-738395,2829.02,0
B55478-885735,34697.24,0
B68224-30709,5549.33,0
B60910-934298,18233.29,0
B80451-985629,-2698.42,1
B14795-573420,5780.49,0
B25653-186463,-3860.39,1
B76304-132889,5824.25,0
B82558-391090,49456.47,0
B9192-916593,18727.05,0
B18217-764320,17002.28,0
B33358-601787,30672.71,0
B96826-16372,60220.09,0
B59197-313996,12361.92,0
B41034-549160,-4541.04,1
B76539-749097,87.56,0
B42546-559839,49120.31,0
B26176-686299,13310.04,0
B9826-740104,-3920.7,1
B8202-131732,-1362.73,1
B12854-257540,28873.22,0
B36712-949792,7178.06,0
B33463-501033,17418.49,0
B18847-987076,42400.97,0
B47870-294377,35223.93,0
B49984-637809,-17697.02,1
B93471-681802,28625.14,0
B85781-37678,10843.96,0
B96755-684237,31290.57,0
B45913-565679,31537.32,0
B63928-93825,25799.1,0
B95639-740007,-8644.01,1
B9842-900720,-7297.98,1
B82102-977754,606.3,0
B29798-318541,9605.76,0
B71396-409549,30644.53,0
B47233-897692,-26901.38,1
B46762-52528,15797.7,0
B97527-654735,17946.79,0
B9022-859611,8211.02,0
B82997-725803,2512.08,0
B67273-223163,11170.49,0
B60394-211493,2036.43,0
B19784-243675,14856.07,0
B75804-641300,20165.07,0
B93109-930780,20570.71,0
B99642-122721,21729.18,0
B3566-576465,19428.02,0
B50891-263190,-5706.69,1
B85709-391181,-2170.34,1
B80219-949846,28502.56,0
B37823-422994,25840.39,0
B96779-639300,40578.1,0
B7349-909039,8232.65,0
B18664-24329,12842.3,0
B94422-686180,21215.69,0
B78843-353381,-23525.15,1
B67353-58428,-18623.38,1
B11490-607618,24439.57,0
B81113-647834,-15681.13,1
B31050-333802,-19932.76,1
B74734-943264,3609.06,0
B77578-66709,-16424.75,1
B14112-866118,12168.07,0
B6383-20494,53319.75,0
B20957-498021,-1688.45,1
B16314-324210,11402.2,0
B26631-232936,556.42,0
B35912-376308,23094.86,0
B93504-428763,25345.89,0
B36909-159878,24860.67,0
B46383-72550,11751.99,0
B3818-823668,12382.89,0
B34498-517885,26401.03,0
B6966-701071,14148.85,0
B94180-544658,2620.49,0
B70557-565063,19466.23,0
B65243-648925,-24459.23,1
B32859-286371,3917.23,0
B90578-807473,-17346.91,1
B69231-126184,29873.12,0
B12201-591604,29017.6,0
B53355-230004,-8039.93,1
B37044-273239,22456.57,0
B56833-481311,9772.54,0
B84245-832772,28646.99,0
B9276-726228,-2098.26,1
B91009-994751,20548.59,0
B97591-830668,3975.5,0
B10838-265440,9119.41,0
B88890-427280,29003.16,0
B19890-216987,49759.32,0
B73963-970869,5184.5,0
B1236-843284,-6628.1,1
B72843-30360,21919.27,0
B9338-124200,26336.72,0
B71314-18552,-3050.46,1
B85208-560162,-5634.41,1
B48089-59246,14995.57,0
B94731-812142,-1693.91,1
B19818-145113,16718.12,0
B2298-818543,3582.93,0
B9507-847965,20729.43,0
B76047-579534,-4131.01,1
B5359-83285,10300.46,0
B21255-179002,27914.9,0
B56259-214416,14436.32,0
B27641-835760,21494.58,0
B37925-231842,12527.24,0
B29020-216073,-11015.49,1
B55234-196616,-10591.29,1
B52044-311128,48369.55,0
B31127-410559,26314.36,0
B90504-693231,-130.22,1
B53545-599317,14650.52,0
B69944-659263,2305.98,0
B18346-851190,-12390.8,1
B33486-917753,14892.34,0
B77106-905656,12132.42,0
B61018-799162,33055.79,0
B12288-317647,17327.41,0
B10769-752086,6887.02,0
B7335-821403,-13688.07,1
B42949-949760,22066.19,0
B11693-659830,-28346.63,1
B27985-683312,-8965.76,1
B56570-918366,8896.41,0
B64207-868829,41041.91,0
B97319-705073,-20289.01,1
B34131-15897,-895.79,1
B22623-807759,26214.52,0
B42567-49424,15231.02,0
B19660-587703,-187.14,1
B5755-813108,11301.05,0
B17328-185785,14581.67,0
B35839-881019,3549.36,0
B94945-925660,241.91,0
B14648-940794,5823.55,0
B25627-801908,-12506.74,1
B51033-674292,-12861.04,1
B60575-69214,-9997.78,1
B23341-912475,28585.32,0
B19467-648496,30120.67,0
B60775-931643,15272.78,0
B79294-217478,17432.23,0
B70862-615010,5710.45,0
B21916-902999,3272.68,0
B54273-384234,15529.21,0
B6570-169097,14817.29,0
B60622-526445,31029.82,0
B40664-343892,12682.26,0
B32431-624401,-3304.94,1
B90328-168562,18844.82,0
B78782-403711,18313.55,0
B52733-640531,5402.72,0
B18490-791326,8506.3,0
B41356-81354,16247.55,0
B27812-277071,-2893.41,1
B55314-399262,6505.89,0
B110-305248,9936.78,0
B76482-364689,-5395.09,1
B47358-937082,21345.15,0
B60630-604923,1346.84,0
B38085-616494,25659.83,0
B72307-797945,8081.68,0
B35360-903039,21826.34,0
B10964-686041,10133.49,0
B48214-501989,35385.23,0
B27600-556225,-2730.24,1
B56530-135074,2823.7,0
B96567-260544,34096.79,0
B87526-586980,27316.28,0
B90382-920320,12441.05,0
B9931-35318,17790.19,0
B33484-520716,26770.5,0
B41982-151812,15289.59,0
B38930-267116,25398.37,0
B96862-297748,-601.07,1
B28108-252201,2103.95,0
B48622-316576,2659.51,0
B96033-863125,3804.7,0
B34418-508473,21269.19,0
B98228-701245,-8051.97,1
B5333-591267,12536.0,0
B22119-646706,-8533.44,1
B11547-580988,21520.51,0
B32901-575874,12318.2,0
B10481-278625,-2233.26,1
B88291-244467,4494.11,0
B19366-453245,14821.3,0
B49714-563926,36877.39,0
B55959-405641,-3209.13,1
B57255-677746,1769.73,0
B72687-555105,28540.47,0
B7544-939256,7546.06,0
B80721-431864,33408.71,0
B44567-497901,31164.69,0
B80372-330495,22370.89,0
B35489-941806,28013.56,0
B2629-185372,21028.92,0
B43217-285333,-18495.51,1
B76636-931847,443.36,0
B56208-507990,44844.49,0
B37196-690268,35306.7,0
B99863-668296,-5.87,1
B29027-969390,21381.76,0
B83131-574925,-12760.79,1
B9886-662632,-16969.65,1
B42341-121669,-152.76,1
B95889-638010,-509.68,1
B89621-777565,5583.52,0
B54350-581932,221.48,0
B42332-69836,-7682.97,1
B7092-76077,14463.38,0
B99142-899712,-14881.97,1
B94342-930854,11994.57,0
B88107-72914,18807.12,0
B5439-352207,28886.18,0
B15453-996519,9071.1,0
B48737-777987,10813.22,0
B67766-802129,34105.91,0
B46875-155481,-10223.98,1
B47833-415957,26599.37,0
B77400-819160,40557.19,0
B70079-305056,2394.75,0
B53957-403161,1377.11,0
B86859-805621,9241.01,0
B53916-781781,-12588.89,1
B75512-185130,10133.55,0
B846-34184,20102.35,0
B79688-186597,10615.19,0
B98212-254046,11677.66,0
B9310-11217,7887.41,0
B78491-496729,-11539.47,1
B15573-347715,12201.2,0
B40084-632655,-4549.32,1
B91688-876222,32662.73,0
B24703-486804,-3588.95,1
B87398-460181,38461.27,0
B82451-177470,7938.36,0
B29830-815374,-452.72,1
B92306-680729,9006.16,0
B15871-989994,16937.69,0
B75982-512008,-13003.31,1
B21562-892413,10649.84,0
B19532-266232,-19638.07,1
B13274-375760,16823.53,0
B82819-501128,11565.56,0
B12096-16335,17410.61,0
B76103-957114,13178.2,0
B87192-40964,43385.0,0
B13505-760029,22364.65,0
B57993-740213,22000.17,0
B69489-158104,-1876.8,1
B24173-280749,21207.36,0
B67203-426552,34678.08,0
B93435-980110,4769.33,0
B37059-607949,17070.24,0
B75354-127396,29455.89,0
B39619-170654,8790.38,0
B7274-103726,3251.08,0
B18203-32672,15955.02,0
B8161-352041,27436.55,0
B86034-250363,-5281.13,1
B13365-788411,43540.18,0
B72350-620857,-5080.39,1
B37977-802665,21853.41,0
B81524-685610,44866.84,0
B16125-441543,5526.15,0
B84688-630665,8661.2,0
B43279-115776,15114.35,0
B45685-306249,21055.7,0
B56879-275661,-10233.56,1
B35762-705121,32394.73,0
B7910-94228,5077.41,0
B34983-838465,2548.73,0
B51946-506086,1410.61,0
B49091-630001,7431.82,0
B47236-52705,5119.01,0
B71129-70683,35085.53,0
B32648-93562,8924.78,0
B66428-81174,-12047.69,1
B64108-100653,2820.92,0
B52032-562443,-16561.12,1
B69830-283309,10761.7,0
B60684-563579,736.31,0
B53887-317093,12937.99,0
B6061-827466,14972.79,0
B63984-535458,-3027.77,1
B98717-879123,12425.23,0
B60951-687268,33997.86,0
B9321-669737,17461.56,0
B10580-271520,-31226.85,1
B60049-978385,-22406.76,1
B3879-746436,7159.18,0
B19562-288143,20988.36,0
B26225-530175,-14808.88,1
B99983-369412,2562.61,0
B47377-102341,14379.58,0
B8002-472871,13883.57,0
B79669-70237,7983.88,0
B94047-57173,32935.94,0
B12720-829911,16950.4,0
B77458-519603,15125.4,0
B73990-444212,1038.62,0
B24791-378949,19275.96,0
B22486-349561,24317.89,0
B53230-560511,30330.58,0
B1068-914829,-4546.47,1
B4919-862323,7977.81,0
B89429-161984,32869.74,0
B30613-533417,34761.16,0
B17979-820996,25194.74,0
B61933-279491,9941.47,0
B2677-273261,3164.31,0
B61062-947093,26183.32,0
B69295-925686,7572.24,0
B19053-646797,16030.04,0
B61900-223968,8930.86,0
B88397-867267,-605.72,1
B82242-571471,-17202.69,1
B70113-133280,4219.27,0
B19708-865170,-1921.44,1
B59943-308204,15785.66,0
B99546-134058,25822.34,0
B20793-171640,-943.73,1
B12826-86815,29065.03,0
B45045-246873,-13872.28,1
B44974-724121,49347.21,0
B48108-796276,16310.53,0
B80219-449124,9997.88,0
B34504-319427,-1686.22,1
B17728-719572,47662.9,0
B77565-709536,-1755.17,1
B92310-37163,-19718.73,1
B13368-296833,16422.42,0
B87326-122506,5040.78,0
B64834-183404,7442.57,0
B70150-172783,-2081.57,1
B24934-261149,34277.12,0
B60837-172898,22116.29,0
B61222-610591,6335.31,0
B85655-622726,8556.8,0
B43951-617397,25765.12,0
B57128-607489,18281.67,0
B90999-275439,-22042.15,1
B10168-765004,23982.52,0
B45932-42169,7128.11,0
B97437-407756,49705.91,0
B21305-948653,-10296.96,1
B67048-270831,30959.71,0
B67885-616277,45366.57,0
B78250-501612,-6134.23,1
B29128-911924,-710.9,1
B64182-759668,15664.9,0
B45352-411279,23864.83,0
B94708-264343,26240.1,0
B12193-57540,21024.52,0
B42790-363391,8739.71,0
B28194-710419,-5448.34,1
B70162-588245,5713.31,0
B54601-54882,-1616.24,1
B36035-756170,9182.74,0
B67150-814595,1048.27,0
B52010-97978,58169.6,0
B94884-152314,21211.0,0
B59389-565519,33539.31,0
B4908-31082,-3189.4,1
B77314-748600,-299.31,1
B1114-378708,43048.14,0
B72404-501716,40025.82,0
B68220-236064,5715.52,0
B5042-274054,5683.07,0
B99681-457301,14557.63,0
B7470-531982,27998.18,0
B44232-678775,30325.71,0
B13772-12919,10995.39,0
B54588-427036,-10110.86,1
B53374-517444,18943.41,0
B93297-947777,25915.44,0
B47704-495729,18909.41,0
B9882-948341,27380.86,0
B25788-343162,12964.93,0
B92404-927586,12516.89,0
B13578-65819,-10153.48,1
B96315-138690,-10362.4,1
B49345-791131,23542.85,0
B90206-652966,-5248.27,1
B39808-231297,41637.9,0
B26530-900685,25329.01,0
B49875-808488,27557.88,0
B95365-693265,396.19,0
B73828-310685,42124.76,0
B42879-753191,9379.63,0
B57814-491307,10895.93,0
B95668-622805,19919.98,0
B76556-506021,18556.14,0
B54170-847643,8482.41,0
B33106-567324,9328.96,0
B97669-713497,23162.18,0
B91731-373230,-7499.43,1
B76062-559129,9436.29,0
B79558-701702,3845.64,0
B58712-623021,19402.15,0
B25494-876128,37457.42,0
B93599-112514,-2490.41,1
B91985-740523,27451.52,0
B29758-829862,-30090.9,1
B74005-336133,-253.35,1
B34904-637361,-4796.42,1
B24691-33023,46268.89,0
B13991-882062,41388.75,0
B26252-24871,49019.4,0
B49557-675399,-19730.87,1
B84723-791866,4503.06,0
B99517-825014,19628.1,0
B1083-217347,3344.45,0
B28677-283284,3939.73,0
B33428-698084,-15570.92,1
B52184-652195,-2884.43,1
B8672-615404,56776.76,0
B33177-582017,38422.39,0
B75326-575854,42421.58,0
B46321-167928,-19229.18,1
B85467-661952,6838.84,0
B67778-259316,13257.54,0
B80479-267269,2925.87,0
B40448-48798,17690.17,0
B92225-890890,-997.55,1
B98102-790091,2728.66,0
B36888-44903,-13863.39,1
B62115-14498,36378.55,0
B63110-54438,30418.2,0
B61139-195601,9001.75,0
B41384-86573,-1958.73,1
B57967-388504,-531.01,1
B7916-16722,13005.69,0
B23809-565050,-2870.23,1
B96541-29221,17426.15,0
B17304-511838,47341.2,0
B7193-986797,8878.39,0
B22827-571467,24986.22,0
B73311-673566,34110.17,0
B35174-679533,4247.85,0
B80750-129456,17841.31,0
B13399-352825,15291.85,0
B66091-108177,27012.22,0
B9212-218151,-1125.21,1
B31842-288795,9939.51,0
B70144-303618,15850.77,0
B65896-182961,40677.18,0
B22618-243075,38295.03,0
B25479-685729,-1724.06,1
B23812-151976,-4537.39,1
B35616-51089,43839.77,0
B8195-344917,27931.57,0
B8195-438793,38011.54,0
B13269-463497,21223.91,0
B90175-320711,18528.93,0
B55717-16170,20307.53,0
B24960-497072,30378.35,0
B67514-46902,5965.4,0
B75438-337679,-5492.32,1
B28638-426150,17018.07,0
B10423-958471,25495.99,0
B44952-818814,-10054.49,1
B8237-70220,29087.13,0
B30378-220082,6980.97,0
B4894-419034,4388.42,0
B99950-524388,3688.27,0
B90510-865664,19033.43,0
B12331-53324,-11200.58,1
B79770-67635,12141.52,0
B52247-438543,50680.46,0
B14233-753200,7234.6,0
B62977-148793,1049.18,0
B10646-287002,21046.39,0
B2569-594194,25248.75,0
B31209-520784,-7286.03,1
B22961-590851,19918.68,0
B33205-605683,30841.47,0
B35696-964507,12722.47,0
B88681-928491,-10425.01,1
B72200-617773,44281.54,0
B43416-951236,24403.36,0
B48017-577362,-2735.06,1
B94242-386708,30219.87,0
B2868-619233,25902.77,0
B95373-58692,2675.22,0
B54811-601645,3571.82,0
B88791-392743,-11945.86,1
B70147-110651,11461.47,0
B33553-647307,-2326.23,1
B97171-155752,17521.13,0
B93923-753163,-3658.71,1
B8632-781105,17096.32,0
B12991-343504,10037.04,0
B1596-178808,-25604.84,1
B76782-800006,-11302.39,1
B5550-285224,-10813.12,1
B23209-13811,17309.63,0
B24515-474965,19917.56,0
B10281-478519,9735.44,0
B98352-222567,-1102.27,1
B35258-816825,-7489.41,1
B1491-497081,40723.61,0
B24252-74723,27928.11,0
B87903-193235,405.86,0
B29100-679680,340.6,0
B28073-556396,15208.04,0
B37961-313062,7836.75,0
B92697-138038,42379.04,0
B78291-128185,-7691.81,1
B81952-427940,-20716.75,1
B73995-426667,57276.51,0
B69178-916581,6238.29,0
B40381-679012,12016.6,0
B66744-790574,8949.18,0
B86776-932761,-3375.37,1
B15197-335228,10064.39,0
B14728-828609,20321.73,0
B2512-759738,9574.62,0
B79441-160352,-9973.06,1
B94945-73795,-12874.76,1
B16495-319613,-14805.79,1
B60710-789919,-7214.68,1
B92645-576387,1919.16,0
B88817-473463,24785.73,0
B75407-627328,-23159.77,1
B91718-209964,18663.86,0
B3538-462402,53004.68,0
B36235-732091,-25759.24,1
B13272-670286,16027.54,0
B65578-533888,24988.54,0
B86358-899403,-20099.58,1
B90041-791994,317.48,0
B27356-682766,-5893.85,1
B88359-221513,-16399.91,1
B54336-707370,3612.44,0
B76809-231383,4219.89,0
B49321-579381,7719.21,0
B86170-212130,14877.48,0
B58820-803615,5507.09,0
B25085-993818,25228.12,0
B93164-999131,26598.01,0
B22093-115798,20497.0,0
B81841-227933,15956.33,0
B93168-154422,14382.53,0
B82286-202325,13715.47,0
B16963-86438,13957.38,0
B4011-517707,20186.72,0
B26569-95782,8570.49,0
B60490-942433,6847.6,0
B97343-249123,47557.44,0
B91141-117068,25602.69,0
B23418-299893,16153.2,0
B81940-913957,25120.74,0
B32468-773127,19193.68,0
B31852-221929,41750.63,0
B33016-470399,15521.55,0
B20917-130373,26285.25,0
B55262-48045,37948.08,0
B52937-634335,1556.72,0
B36074-211963,11785.88,0
B43999-764444,10797.25,0
B42072-173935,20634.95,0
B68742-193649,10797.69,0
B75294-610814,10300.86,0
B88569-584269,10087.51,0
B42591-842277,34593.21,0
B65281-859778,16162.86,0
B48643-91115,3327.55,0
B51184-860785,14149.96,0
B56041-357135,1077.51,0
B61395-779394,955.66,0
B43352-744274,8759.77,0
B50017-366565,18886.29,0
B91150-336538,-23143.41,1
B2596-109309,20929.24,0
B85582-892145,-6362.57,1
B38278-692676,10057.89,0
B50451-372923,23473.15,0
B76508-977773,19968.66,0
B70324-954085,1914.06,0
B3781-861092,4656.56,0
B28041-798308,6414.68,0
B85128-305050,14740.74,0
B25525-635678,43140.2,0
B61594-962069,4243.55,0
B69980-926248,43181.31,0
B75629-199018,2486.72,0
B67430-397689,22013.96,0
B68356-125043,5317.89,0
B94416-926788,34261.45,0
B41412-27784,24130.17,0
B76816-662837,2560.66,0
B84096-657160,48169.44,0
B44136-88847,-13135.73,1
B76927-262703,-19353.79,1
B68220-438503,8020.43,0
B99892-988254,14999.28,0
B85679-103402,-10490.32,1
B55654-760467,1323.11,0
B13419-770868,10156.83,0
B98631-233239,-2854.01,1
B86491-105797,467.03,0
B13088-606586,1801.34,0
B66334-868454,-14762.06,1
B87839-294741,1777.87,0
B9976-945217,11226.75,0
B55260-134096,-4923.25,1
B5378-331545,7423.67,0
B62845-143886,12813.41,0
B86240-798740,-19704.33,1
B79934-728016,15913.67,0
B64053-925267,-2288.86,1
B10044-344809,-3973.94,1
B51554-264077,14463.77,0
B33943-869866,-2291.9,1
B20532-270684,26957.46,0
B83022-641101,24893.17,0
B90788-795591,66.33,0
B45807-851128,46282.6,0
B84400-962312,17161.07,0
B85408-579804,22825.83,0
B307-575762,2742.93,0
B76482-533205,-3010.93,1
B30492-379350,32002.65,0
B22859-590914,5687.05,0
B92360-735651,38506.5,0
B59827-606318,-6099.64,1
B18420-445088,39118.32,0
B42712-160648,12334.15,0
B53823-115982,13826.2,0
B38669-874871,16579.47,0
B53642-817397,22868.65,0
B21299-163684,-5112.58,1
B71136-885704,16757.48,0
B29766-81198,25126.73,0
B15615-931624,5311.68,0
B12199-124355,-28342.58,1
B49194-854655,-3891.07,1
B16796-653949,-4922.83,1
B18012-951462,40403.39,0
B45448-675687,-15781.97,1
B81396-412764,-18727.67,1
B70404-935817,-1033.84,1
B24051-717829,25724.78,0
B18426-174798,24881.8,0
B27806-475115,4543.85,0
B33107-665668,24009.23,0
B20632-864854,-8879.24,1
B28584-565801,-11037.52,1
B28931-834313,6758.24,0
B29305-904584,28336.5,0
B61825-583217,30730.28,0
B10468-926598,25214.5,0
B37462-680575,-2554.32,1
B13494-475176,2466.86,0
B9980-111560,37738.86,0
B88476-877066,15596.81,0
B78522-719585,-7281.59,1
B50398-835192,760.79,0
B37768-62702,12969.64,0
B50593-853702,27472.38,0
B92348-242437,26200.41,0
B99209-86698,3690.47,0
B98682-613322,36955.31,0
B41847-161626,30590.34,0
B29723-549502,23083.89,0
B17816-746099,31861.84,0
B12664-34294,23385.76,0
B40860-917804,-9505.66,1
B3549-864132,4185.33,0
B74144-763675,9794.71,0
B67001-927598,14144.8,0
B9227-773950,4229.78,0
B85538-872302,41818.67,0
B40916-116536,38545.51,0
B64395-745410,12335.87,0
B13100-223041,13677.63,0
B76412-186622,-7622.19,1
B11519-78866,33034.9,0
B26503-897120,-6632.0,1
B46333-856710,14273.21,0
B56460-271048,6826.56,0
B62066-256124,14406.24,0
B11295-595080,37096.17,0
B26348-308883,36329.49,0
B86415-122684,5741.88,0
B76302-544947,7652.38,0
B86015-264469,8170.84,0
B22097-772934,19133.6,0
B35970-663928,809.13,0
B58629-384693,26728.25,0
B50466-990804,-3869.01,1
B10133-853857,29712.66,0
B36244-819042,-4858.3,1
B31972-251602,-9084.1,1
B82854-307921,-24906.97,1
B17107-102859,28809.08,0
B50816-469125,2389.67,0
B97243-72479,29989.15,0
B27105-498099,56.8,0
B76910-125486,15539.83,0
B46149-710983,7897.21,0
B99583-607061,12641.07,0
B67225-540884,21442.82,0
B30909-601130,-3264.05,1
B84506-544023,9700.32,0
B74315-218837,6555.82,0
B9629-544326,24751.19,0
B26790-13938,20405.66,0
B21782-191650,-8754.36,1
B82098-462460,8387.19,0
B71288-219344,17088.39,0
B62288-666623,2165.97,0
B11276-820940,16313.91,0
B57598-561517,-9015.71,1
B99550-348906,16378.87,0
B25739-980708,-22630.42,1
B38317-142209,9175.32,0
B18000-600958,26102.36,0
B11342-520190,4618.3,0
B93822-555266,17293.13,0
B15078-241899,-4053.34,1
B2648-340578,1122.84,0
B37630-15395,23310.29,0
B9740-825736,10501.94,0
B98511-913334,4816.82,0
B44154-746017,24915.42,0
B53668-652954,19491.84,0
B60965-36689,21875.59,0
B64325-595577,-9931.25,1
B78912-129379,50261.58,0
B51451-324915,15048.91,0
B12646-49994,44927.01,0
B80678-885840,17921.44,0
B329-44012,5747.92,0
B24825-509377,28447.47,0
B5289-752878,47740.12,0
B77608-720686,4800.17,0
B93603-607353,38515.11,0
B4640-639511,-15711.75,1
B93409-172887,10496.86,0
B78100-560992,32055.1,0
B37682-254542,-2390.25,1
B81022-200757,13211.18,0
B64861-219768,-9865.48,1
B57376-969871,25701.73,0
B33861-674019,31756.38,0
B85116-412344,27838.55,0
B98593-76344,2995.94,0
B55108-940412,4612.78,0
B86269-733976,46098.19,0
B74874-477583,4906.38,0
B48279-330676,19465.05,0
B87238-880134,-6804.4,1
B14776-291355,26390.22,0
B10881-261386,17448.91,0
B84292-382851,391.84,0
B50062-932640,23718.75,0
B8368-114415,43395.33,0
B18793-618727,-31728.16,1
B70075-452634,22165.86,0
B94211-898045,33206.2,0
B77876-340340,36914.69,0
B62548-400186,2611.98,0
B40034-585222,-1403.76,1
B25920-132467,6096.17,0
B49588-338792,6723.71,0
B13545-840465,16781.77,0
B88934-561174,11669.49,0
B4742-600848,9961.51,0
B48424-13356,-7482.33,1
B16286-122682,23149.11,0
B59185-15903,-5379.64,1
B87103-605831,83.97,0
B2381-941100,25593.93,0
B53419-905607,32779.99,0
B16126-477102,20486.21,0
B96733-734795,9040.4,0
B21958-66192,-5117.91,1
B33971-627830,7831.76,0
B68813-904701,31099.53,0
B28270-293601,-2800.7,1
B95364-649386,38455.5,0
B63306-414133,37546.65,0
B24808-271593,14211.36,0
B16056-635991,-15090.74,1
B63856-859252,12254.2,0
B79368-935521,27139.14,0
B62909-495134,2779.67,0
B93059-218464,3389.46,0
B55814-723904,29119.35,0
B55609-362388,-276.26,1
B64784-682722,-2536.4,1
B48605-778910,24119.93,0
B10433-656395,6820.58,0
B97938-41392,23727.54,0
B71756-814297,-4351.23,1
B6237-268124,-6702.14,1
B88366-600046,-10810.26,1
B97562-507931,54603.73,0
B34754-890820,28419.54,0
B66939-962430,-16875.91,1
B83132-708988,-4131.17,1
B14526-433846,11296.48,0
B33435-692218,36279.52,0
B75016-992423,-11556.02,1
B99757-205862,-5284.31,1
B91192-482583,23753.97,0
B16862-696589,7042.73,0
B91683-212784,20050.19,0
B70252-48936,-6761.0,1
B40792-992539,9758.99,0
B20416-705721,-1531.36,1
B95962-246321,-5269.38,1
B92395-45138,12452.55,0
B55725-788734,33021.64,0
B85820-654815,18767.67,0
B81034-327227,-6864.8,1
B60361-158197,15929.73,0
B35583-699704,23207.84,0
B61405-636854,4560.72,0
B33937-633501,33117.8,0
B4117-748534,13937.83,0
B75863-647036,22858.25,0
B77568-113417,26667.33,0
B11085-690168,-3956.31,1
B24181-726767,11358.57,0
B68848-348155,-9509.79,1
B96180-313536,35652.81,0
B6142-556437,1622.69,0
B52779-172940,-13705.07,1
B58168-321579,15855.51,0
B11287-784491,42632.99,0
B37233-540572,11767.73,0
B36597-23958,24287.08,0
B72685-580294,13445.02,0
B37131-429372,30678.08,0
B4837-877864,38026.19,0
B10115-786502,-3225.86,1
B60091-373235,21189.06,0
B88508-699372,14465.9,0
B31619-345147,15582.83,0
B63486-887295,-4283.67,1
B17041-488506,8056.57,0
B86311-34109,28513.59,0
B16224-47269,16874.52,0
B82467-205835,24172.27,0
B82111-597939,1489.6,0
B7609-486054,-8972.7,1
B39584-663729,13497.5,0
B35793-385116,-12149.03,1
B80141-490467,3120.42,0
B28738-310642,14938.01,0
B68749-371591,34906.75,0
B80401-891812,41327.39,0
B18580-131567,19521.28,0
B8044-958859,10489.68,0
B55355-125046,42504.12,0
B58923-679381,-7805.38,1
B65765-305329,22389.4,0
B44135-256979,3831.4,0
B196-467120,17132.5,0
B96032-515122,-14977.35,1
B90640-105044,12183.12,0
B66960-129308,10.6,0
B63639-466612,16082.15,0
B77231-424146,-3929.85,1
B59990-477003,330.03,0
B25652-879621,16124.28,0
B13729-686236,17817.13,0
B38358-206059,10871.29,0
B24088-670256,37196.63,0
B80613-254385,-6281.66,1
B37209-171277,49778.37,0
B76970-781801,36106.17,0
B62866-642560,22650.22,0
B4081-40331,11645.67,0
B93146-653518,20724.95,0
B73343-551206,16191.07,0
B35915-70936,26962.18,0
B44059-474004,35983.56,0
B34885-794329,20610.62,0
B24205-476952,7666.05,0
B19943-573784,30006.48,0
B98051-874488,-499.98,1
B50322-554976,25530.07,0
B79098-524756,-8146.33,1
B77479-157882,4004.85,0
B68248-896956,-4750.01,1
B21046-384426,20806.68,0
B12120-436088,31169.51,0
B77549-589179,14831.54,0
B94599-552685,6639.57,0
B95541-577871,179.28,0
B24335-946006,38773.48,0
B55182-502825,10367.96,0
B27871-342943,7927.77,0
B66555-711196,11793.52,0
B37872-232422,25780.17,0
B53471-742465,-1065.34,1
B20937-87700,-1389.68,1
B51205-434177,9129.38,0
B73581-403093,17169.6,0
B23054-946908,42693.68,0
B49694-361129,27953.34,0
B33468-668810,1568.56,0
B84715-42002,-2513.44,1
B69078-631256,811.29,0
B75406-35940,33828.69,0
B125-238474,11439.06,0
B71395-191592,-13287.91,1
B7855-655281,4131.35,0
B79020-509230,-10966.09,1
B95564-556456,26014.26,0
B45164-492005,-2226.13,1
B98010-250342,35311.39,0
B55149-995421,5350.0,0
B14471-15767,12955.25,0
B73005-430601,8139.33,0
B80089-17864,41850.14,0
B4897-203143,-274.12,1
B75363-596416,18631.29,0
B78153-225161,29211.85,0
B75299-306856,14641.51,0
B72536-180134,-40502.89,1
B59489-978907,12492.03,0
B15884-436289,34261.55,0
B12126-860215,-7380.97,1
B15005-597852,44215.65,0
B90144-718828,6990.11,0
B54200-101603,-10108.11,1
B80459-738871,36983.61,0
B71096-491440,41362.56,0
B39766-284657,-5985.56,1
B78358-467426,32014.57,0
B90330-249999,25436.75,0
B28043-470883,-2011.26,1
B54766-223560,-16848.3,1
B1802-283932,11941.04,0
B41362-513612,44420.36,0
B14637-257948,13524.3,0
B77895-310624,-782.59,1
B28644-622186,17512.91,0
B37408-917494,27036.81,0
B42903-101592,-12506.49,1
B94088-72643,39665.97,0
B43778-152341,-14568.33,1
B33048-565231,-4231.81,1
B41766-59833,21511.4,0
B71264-438348,6748.09,0
B29193-789937,-6881.8,1
B48116-449314,9009.18,0
B69025-997449,5141.36,0
B57379-148250,7446.63,0
B35708-962386,25624.45,0
B60940-403734,-6453.78,1
B10870-923591,12123.46,0
B26727-383619,9135.0,0
B88581-321923,3825.03,0
B31996-321186,-8262.77,1
B13422-745412,22628.86,0
B42307-282613,11657.92,0
