loan_id,days_to_early_default,default_flag
L41787-649067,1095,0
L65601-18804,1095,0
L68418-37862,1095,0
L20144-353833,652,1
L85203-101053,708,1
L97635-304862,1095,0
L16081-699559,1095,0
L90447-84932,1095,0
L55899-723038,1095,0
L90999-810385,590,1
L29565-682619,1095,0
L30475-127241,1095,0
L42511-784199,1095,0
L48490-198006,1095,0
L83175-156137,1095,0
L41194-591142,1095,0
L70710-990539,1095,0
L1024-291315,1095,0
L51747-979729,669,1
L96936-691946,1095,0
L59798-885438,1095,0
L29118-515936,433,1
L19260-781000,1095,0
L16069-131267,710,1
L96554-35043,1095,0
L67319-404452,1095,0
L73346-917227,1095,0
L53829-912044,1095,0
L49837-727560,1095,0
L81223-927222,1095,0
L44722-477658,1095,0
L84097-777658,1095,0
L75719-344070,555,1
L27575-988269,1095,0
L77546-395009,1095,0
L95576-311529,1095,0
L73408-801507,1095,0
L27812-815606,1095,0
L53944-819522,1095,0
L89910-985188,1095,0
L2694-792333,1095,0
L77921-465483,1095,0
L17727-811774,1095,0
L35631-323786,1095,0
L66800-812544,1095,0
L83309-753450,1095,0
L11067-450561,1095,0
L22134-175302,1095,0
L6815-535749,1095,0
L66682-18083,1095,0
L80337-406887,1095,0
L90793-150979,1095,0
L31827-834508,1095,0
L36939-716502,692,1
L10802-204656,1095,0
L95476-616133,1095,0
L40615-860385,1095,0
L61400-121585,1095,0
L46169-205935,1095,0
L42935-754428,1095,0
L86376-689684,1095,0
L71811-131924,1095,0
L45728-835762,1095,0
L32004-307876,1095,0
L91133-907895,1095,0
L72125-62873,1095,0
L19617-709689,1095,0
L78484-620575,1095,0
L88968-212669,1095,0
L24842-658288,1095,0
L70009-317425,1095,0
L26145-461933,1095,0
L8920-367359,1095,0
L26125-432495,1095,0
L56837-495852,1095,0
L12476-760852,1095,0
L46352-878895,679,1
L93048-983925,1095,0
L65008-198835,1095,0
L26694-135692,1095,0
L5434-718657,1095,0
L90167-535046,686,1
L79453-443591,1095,0
L83130-285770,1095,0
L28896-890422,1095,0
L30120-409302,1095,0
L50768-654879,1095,0
L22422-598850,1095,0
L35976-757111,710,1
L53097-123667,1095,0
L86095-456480,1095,0
L85267-873114,625,1
L27275-539279,1095,0
L60478-604281,1095,0
L30298-637487,1095,0
L66570-927921,1095,0
L40182-30552,1095,0
L31473-901758,1095,0
L49261-472855,1095,0
L63028-384009,1095,0
L48642-39736,698,1
L6241-576695,1095,0
L47104-522166,1095,0
L41435-861104,713,1
L71698-563618,1095,0
L15671-211753,1095,0
L64575-388657,1095,0
L97704-601320,682,1
L23573-155933,1095,0
L61112-465309,538,1
L5442-456521,1095,0
L71682-609343,711,1
L56082-230649,701,1
L30441-124540,1095,0
L46875-687208,1095,0
L64312-989228,1095,0
L93932-839303,446,1
L96585-462016,1095,0
L99210-482651,1095,0
L14659-716184,1095,0
L26460-899238,1095,0
L3335-818802,1095,0
L3351-440466,1095,0
L26549-486046,1095,0
L28409-491114,1095,0
L87282-379227,1095,0
L19760-658232,1095,0
L34024-987790,1095,0
L72855-802052,1095,0
L56449-390338,389,1
L86748-817651,1095,0
L81761-461025,1095,0
L21658-154952,1095,0
L51665-515563,1095,0
L16525-89230,1095,0
L74722-683223,1095,0
L88271-596828,1095,0
L95052-691564,1095,0
L26921-125854,1095,0
L2789-72476,685,1
L36798-583979,1095,0
L54111-719492,1095,0
L59656-602559,1095,0
L80663-85003,674,1
L52353-366925,1095,0
L58715-461223,1095,0
L28285-827788,1095,0
L42379-627110,1095,0
L61036-584987,1095,0
L56830-615617,255,1
L558-456998,1095,0
L56034-300840,1095,0
L58457-356386,1095,0
L52310-923560,1095,0
L89705-137142,1095,0
L83695-298768,1095,0
L35419-69574,1095,0
L29394-932720,1095,0
L81649-913513,677,1
L23043-205786,1095,0
L91957-954759,1095,0
L96153-930179,1095,0
L55880-993783,1095,0
L7648-179333,1095,0
L87045-816846,1095,0
L12339-774921,1095,0
L49080-87576,672,1
L75708-849409,1095,0
L37231-288105,1095,0
L82998-355266,1095,0
L14640-394594,549,1
L6138-472003,1095,0
L16871-221731,1095,0
L39420-141829,1095,0
L47220-616015,632,1
L34947-368431,1095,0
L39142-247995,1095,0
L22399-481750,1095,0
L51440-775487,1095,0
L26787-606818,1095,0
L94735-655184,645,1
L48571-619994,1095,0
L65537-539159,1095,0
L35776-91310,1095,0
L33026-41337,1095,0
L57036-852332,1095,0
L66354-925245,1095,0
L30689-908659,589,1
L36319-503730,1095,0
L67647-369220,1095,0
L94453-361422,1095,0
L92623-153519,1095,0
L56414-476410,1095,0
L90042-974801,1095,0
L73132-356565,1095,0
L51412-503512,1095,0
L40294-592281,637,1
L67479-395574,677,1
L70082-315969,1095,0
L32889-13596,1095,0
L73870-130259,1095,0
L83634-839433,1095,0
L27811-568810,1095,0
L20070-795132,1095,0
L82488-725818,541,1
L42029-152961,1095,0
L88192-60160,1095,0
L97927-100318,1095,0
L36465-213898,598,1
L79574-887846,1095,0
L15982-449777,561,1
L73288-447064,676,1
L83918-740477,698,1
L53994-544756,1095,0
L20753-849587,1095,0
L55986-63469,628,1
L24662-728676,1095,0
L93422-702937,398,1
L38750-26372,1095,0
L55884-283139,1095,0
L86249-430323,714,1
L68108-54773,1095,0
L10859-41094,1095,0
L73054-471106,1095,0
L87424-102383,660,1
L41751-69209,650,1
L10035-333244,1095,0
L20911-382188,1095,0
L20047-664241,1095,0
L83452-412696,1095,0
L16543-189124,464,1
L49413-194191,686,1
L61243-10333,1095,0
L73337-373526,1095,0
L50611-170106,1095,0
L98437-371274,1095,0
L17479-864009,1095,0
L20799-316260,1095,0
L77351-870715,1095,0
L83929-328002,1095,0
L26567-988827,1095,0
L73682-19021,1095,0
L82450-248696,1095,0
L69001-121360,1095,0
L47455-467325,1095,0
L19420-698404,1095,0
L52604-146670,1095,0
L91468-124637,1095,0
L96440-131385,1095,0
L97155-205718,1095,0
L85623-723709,1095,0
L15352-205571,1095,0
L92851-91697,1095,0
L20041-526718,1095,0
L52732-10583,711,1
L95687-947655,1095,0
L57148-785320,1095,0
L76956-437104,1095,0
L25486-500494,1095,0
L41709-579376,586,1
L67385-885362,1095,0
L87156-578690,1095,0
L44193-230806,1095,0
L60697-602026,1095,0
L87883-393352,1095,0
L25597-462589,1095,0
L78897-717036,1095,0
L74164-664348,1095,0
L38074-212037,1095,0
L42796-362075,720,1
L8133-145577,1095,0
L55380-733666,1095,0
L72150-720134,1095,0
L96609-842236,1095,0
L39330-672001,1095,0
L65752-702715,1095,0
L6096-947420,1095,0
L17303-818471,1095,0
L49251-998223,1095,0
L31352-258602,1095,0
L73947-292498,1095,0
L22304-814582,1095,0
L85219-331448,711,1
L45801-872819,1095,0
L45755-235851,1095,0
L72623-43507,1095,0
L72261-729414,1095,0
L64088-889509,1095,0
L2183-544018,1095,0
L77200-428810,1095,0
L33062-693162,1095,0
L2670-80331,1095,0
L60738-400381,1095,0
L11141-743303,1095,0
L69073-957156,1095,0
L47484-100049,606,1
L39324-923082,1095,0
L59296-952354,1095,0
L61777-805767,1095,0
L15047-462491,1095,0
L73781-827777,1095,0
L64487-948957,1095,0
L24961-220997,1095,0
L4524-472104,1095,0
L67018-903003,1095,0
L94908-978132,1095,0
L71032-654295,638,1
L38724-810933,1095,0
L11361-581515,1095,0
L49628-316309,1095,0
L62743-761251,1095,0
L23599-472020,1095,0
L12831-720117,1095,0
L57799-325342,1095,0
L75763-492835,1095,0
L12099-628147,1095,0
L27438-502900,1095,0
L26521-659866,587,1
L58088-671046,1095,0
L30924-96724,1095,0
L92722-926406,1095,0
L19358-547040,1095,0
L90485-843084,1095,0
L44522-676272,671,1
L79679-398525,1095,0
L59961-667072,1095,0
L58746-959888,662,1
L57722-874042,692,1
L77098-320991,1095,0
L60914-355678,1095,0
L81931-827986,1095,0
L84514-153918,1095,0
L82529-166834,626,1
L77618-323061,1095,0
L12263-24504,1095,0
L30598-23836,1095,0
L42841-120633,1095,0
L99596-348401,1095,0
L38717-392923,1095,0
L40458-634327,1095,0
L86453-462816,1095,0
L58867-567931,1095,0
L68314-11152,1095,0
L89989-509506,1095,0
L53299-698054,1095,0
L18223-441704,1095,0
L93827-605722,1095,0
L21936-644524,1095,0
L31325-847462,1095,0
L72979-463659,1095,0
L48916-42440,1095,0
L62415-489166,1095,0
L75310-874624,1095,0
L31404-930841,1095,0
L23585-332907,1095,0
L9389-193274,1095,0
L78023-511878,694,1
L83985-111677,579,1
L37968-164902,1095,0
L88376-445016,1095,0
L66386-770954,1095,0
L80862-492237,1095,0
L22070-134408,1095,0
L25309-197670,1095,0
L89865-663952,1095,0
L48736-991347,1095,0
L29731-88617,1095,0
L10580-331400,540,1
L20883-798994,1095,0
L36945-177678,1095,0
L6825-615700,1095,0
L53871-991024,616,1
L1511-918773,655,1
L56288-130755,1095,0
L52240-313193,1095,0
L89775-863146,1095,0
L57808-114577,1095,0
L48774-297056,1095,0
L49814-225842,1095,0
L322-640594,1095,0
L512-580479,1095,0
L77916-25765,1095,0
L289-148958,1095,0
L50258-169815,1095,0
L43952-466564,716,1
L2896-388532,536,1
L76449-191246,560,1
L37033-811193,1095,0
L45078-362791,1095,0
L11311-42406,1095,0
L49638-679733,1095,0
L43994-22351,1095,0
L72931-364643,705,1
L42836-721582,1095,0
L54061-940519,1095,0
L9786-306210,1095,0
L29788-679096,1095,0
L57067-213516,1095,0
L38787-36068,1095,0
L46991-787778,1095,0
L9693-18187,1095,0
L63197-572103,1095,0
L62190-875428,1095,0
L22427-698875,672,1
L54278-365371,524,1
L3073-420886,1095,0
L77389-805870,1095,0
L57842-837379,1095,0
L43544-559834,619,1
L29064-845938,1095,0
L33132-883703,1095,0
L47349-348325,589,1
L80932-987461,1095,0
L27636-251491,1095,0
L19869-425190,1095,0
L73856-177398,1095,0
L961-772104,1095,0
L5163-889206,1095,0
L29868-347553,1095,0
L73735-747478,592,1
L68389-308861,1095,0
L54526-550691,1095,0
L37481-561381,1095,0
L54480-289050,1095,0
L29083-494682,1095,0
L96613-626299,617,1
L12079-950146,1095,0
L91310-134744,1095,0
L39447-139391,1095,0
L76253-457825,673,1
L47732-850887,683,1
L65715-667910,1095,0
L15638-968998,1095,0
L25232-262420,1095,0
L52696-397864,1095,0
L15933-644871,1095,0
L43080-683883,1095,0
L3787-642895,1095,0
L50205-112343,552,1
L90547-872176,1095,0
L91858-132494,1095,0
L94055-200243,715,1
L89943-455619,1095,0
L40451-101838,1095,0
L75277-101612,1095,0
L28498-762431,595,1
L96668-304054,1095,0
L77247-966715,1095,0
L45645-307841,1095,0
L5675-313342,1095,0
L8796-376648,1095,0
L72029-301597,1095,0
L45133-887177,1095,0
L92302-931954,611,1
L830-547430,1095,0
L62984-700853,1095,0
L57731-652469,1095,0
L68211-387371,1095,0
L6006-546892,1095,0
L2446-799791,1095,0
L67683-462773,1095,0
L85404-31152,1095,0
L90248-803033,1095,0
L62055-352374,1095,0
L38799-429798,1095,0
L2545-235809,1095,0
L46822-550065,1095,0
L8778-142137,687,1
L6153-516016,631,1
L17756-590714,1095,0
L95164-805697,1095,0
L92101-333310,489,1
L70037-23889,1095,0
L65384-591548,1095,0
L22853-163928,1095,0
L14094-213733,1095,0
L48644-916255,1095,0
L41737-827199,1095,0
L67496-174285,1095,0
L40828-107543,1095,0
L67789-950591,1095,0
L90487-658219,1095,0
L12937-333936,1095,0
L34159-154719,1095,0
L12235-394434,1095,0
L68687-235558,1095,0
L84903-305947,1095,0
L34858-120703,1095,0
L85880-611308,1095,0
L33201-224121,1095,0
L66415-541417,1095,0
L10221-717244,1095,0
L87109-100901,1095,0
L56426-675799,623,1
L224-814177,678,1
L95600-444049,1095,0
L12192-626058,1095,0
L59636-526615,1095,0
L81465-502048,1095,0
L16937-811381,1095,0
L75710-671734,1095,0
L12731-903126,1095,0
L94475-632310,1095,0
L97093-149940,682,1
L48156-262874,1095,0
L45817-641773,1095,0
L85140-415542,1095,0
L54237-986780,1095,0
L23010-924983,1095,0
L72355-291799,1095,0
L4425-602816,1095,0
L58891-564546,1095,0
L12954-25596,1095,0
L38547-568168,1095,0
L21485-744887,1095,0
L30622-916015,1095,0
L66421-618207,693,1
L30910-818162,1095,0
L35745-810265,1095,0
L81944-291674,1095,0
L37904-273313,1095,0
L26774-963085,1095,0
L42902-309276,1095,0
L86977-328517,1095,0
L1491-268090,655,1
L19773-71850,1095,0
L79772-102237,1095,0
L94510-553752,1095,0
L70694-937824,561,1
L76003-268099,1095,0
L55621-737107,1095,0
L29081-308453,600,1
L98429-140162,1095,0
L882-901265,1095,0
L33273-580027,1095,0
L7617-184919,1095,0
L35982-824638,1095,0
L10480-392818,1095,0
L51582-77530,600,1
L55196-418047,1095,0
L18759-832453,1095,0
L22249-889939,1095,0
L36548-352603,1095,0
L92141-124785,1095,0
L37617-862004,1095,0
L59394-560659,1095,0
L34373-586441,1095,0
L91483-94047,1095,0
L76537-411702,549,1
L73896-847215,1095,0
L89081-800757,1095,0
L82581-963562,1095,0
L83937-840622,1095,0
L48757-897625,1095,0
L27567-38962,1095,0
L27200-414527,1095,0
L48104-685029,1095,0
L23162-531096,1095,0
L51122-948276,1095,0
L30144-740394,1095,0
L17830-755289,698,1
L49056-860473,1095,0
L19576-864325,639,1
L87281-866031,607,1
L1451-346870,1095,0
L19049-131931,1095,0
L47848-181877,1095,0
L26737-860272,1095,0
L73580-310486,1095,0
L14619-113355,408,1
L78926-53239,1095,0
L58353-401523,1095,0
L33825-799501,1095,0
L65101-543315,1095,0
L32507-746706,710,1
L76981-331919,1095,0
L64985-23941,641,1
L44604-389229,1095,0
L46243-195708,1095,0
L19580-858722,1095,0
L42781-941362,1095,0
L96078-400169,1095,0
L7661-790036,1095,0
L32563-836937,1095,0
L26631-847209,714,1
L20500-41064,1095,0
L41105-732574,1095,0
L62350-999898,1095,0
L7829-613430,1095,0
L67347-815097,1095,0
L23578-496845,1095,0
L84249-862285,1095,0
L94593-468316,599,1
L95132-987090,1095,0
L74584-558078,1095,0
L71309-369031,1095,0
L4587-497120,1095,0
L14133-392615,1095,0
L19765-284790,1095,0
L33730-998492,1095,0
L45478-84934,1095,0
L28076-997164,1095,0
L5281-697718,694,1
L67532-82291,1095,0
L32989-794841,1095,0
L14318-824843,1095,0
L4746-149304,1095,0
L84752-442701,1095,0
L16029-187552,681,1
L63950-652095,1095,0
L7678-463302,1095,0
L24886-102004,1095,0
L37110-570580,1095,0
L3620-717307,1095,0
L65724-11236,1095,0
L77989-986158,1095,0
L89744-690081,1095,0
L86514-14957,1095,0
L41412-484141,1095,0
L47873-559265,1095,0
L10065-275322,650,1
L81215-717290,1095,0
L19550-906371,1095,0
L52033-216714,1095,0
L84099-568752,1095,0
L8092-20088,1095,0
L42214-343470,1095,0
L30882-606094,1095,0
L46228-949723,1095,0
L47374-473170,1095,0
L97019-989226,1095,0
L47428-82892,1095,0
L89121-113847,1095,0
L51734-849340,1095,0
L10675-398346,658,1
L86493-242396,706,1
L84780-445920,633,1
L31268-308424,558,1
L28018-198343,660,1
L78052-356249,1095,0
L72413-129037,1095,0
L18625-336785,503,1
L93557-488547,1095,0
L89574-632819,592,1
L81307-233003,1095,0
L92148-97053,1095,0
L43937-432138,1095,0
L17889-361453,1095,0
L39125-137705,1095,0
L70992-47650,1095,0
L4064-98333,1095,0
L70354-980909,1095,0
L40196-399017,1095,0
L96559-221925,1095,0
L22976-683414,1095,0
L88062-387153,1095,0
L89785-193074,1095,0
L64658-334890,1095,0
L89370-257967,1095,0
L85899-830139,1095,0
L26852-210428,1095,0
L64465-13875,1095,0
L21466-341704,1095,0
L24506-605138,547,1
L80056-233282,1095,0
L23958-315770,1095,0
L99837-901359,1095,0
L7756-48075,1095,0
L24423-800767,1095,0
L7065-242922,1095,0
L23728-820709,504,1
L85239-48768,694,1
L20260-346373,1095,0
L18217-91597,1095,0
L71537-906147,524,1
L44881-852501,1095,0
L96287-413972,1095,0
L30032-886675,1095,0
L53161-756293,1095,0
L89113-26169,517,1
L85935-548086,1095,0
L56213-754162,1095,0
L10806-280075,1095,0
L75749-368552,1095,0
L13892-861589,1095,0
L74525-177507,1095,0
L64346-991431,646,1
L41361-505426,1095,0
L51284-881294,1095,0
L35054-353414,1095,0
L52671-526157,1095,0
L36574-440982,1095,0
L28640-252116,1095,0
L90517-460923,1095,0
L98858-576027,1095,0
L40535-625479,1095,0
L440-186981,612,1
L44079-504645,1095,0
L97310-664930,1095,0
L80811-822733,633,1
L28791-463407,618,1
L64218-147242,1095,0
L96477-837656,1095,0
L73849-987513,683,1
L43403-298779,1095,0
L18408-295170,1095,0
L4994-701382,1095,0
L29318-260136,1095,0
L31613-947757,1095,0
L45829-58034,1095,0
L13934-170203,1095,0
L55024-467301,1095,0
L92887-909291,1095,0
L52938-524846,1095,0
L41308-368575,1095,0
L36847-586245,1095,0
L56588-403638,1095,0
L83164-111650,1095,0
L46426-317232,1095,0
L97644-862781,1095,0
L24736-575147,1095,0
L53476-804339,635,1
L59052-246691,582,1
L4502-960954,1095,0
L30753-283777,1095,0
L73998-12622,1095,0
L11846-205337,646,1
L49616-504402,600,1
L8009-94125,1095,0
L44865-328542,1095,0
L5669-685431,1095,0
L59833-15668,1095,0
L9391-502545,1095,0
L76192-147935,1095,0
L76215-231157,1095,0
L40916-609675,1095,0
L48175-964225,1095,0
L8872-110328,1095,0
L68433-658389,1095,0
L33345-722317,1095,0
L62647-391447,1095,0
L87422-956089,595,1
L76320-636026,1095,0
L64030-126578,1095,0
L295-240803,645,1
L29789-426618,696,1
L39328-213420,1095,0
L81535-283798,1095,0
L78610-409949,1095,0
L79711-16573,1095,0
L91199-692282,1095,0
L99716-530411,1095,0
L78282-833291,1095,0
L80814-96229,1095,0
L16343-966974,1095,0
L33686-700575,1095,0
L62023-901430,1095,0
L81210-672681,1095,0
L47411-979705,1095,0
L91063-205181,1095,0
L32092-445248,1095,0
L76371-68387,1095,0
L79701-659086,1095,0
L98908-32537,1095,0
L77351-211377,1095,0
L59049-303272,694,1
L4830-514349,1095,0
L39012-23515,1095,0
L90514-220154,1095,0
L82074-970062,1095,0
L34293-727462,1095,0
L62521-495481,1095,0
L44307-680025,1095,0
L99916-240450,660,1
L85644-607878,1095,0
L90972-431920,1095,0
L33192-657808,1095,0
L69127-106902,1095,0
L14295-362158,546,1
L23739-141216,642,1
L48365-948969,1095,0
L20609-574780,1095,0
L10724-317274,1095,0
L30147-709549,576,1
L39049-790008,1095,0
L9766-88318,1095,0
L47451-717993,1095,0
L96353-731752,1095,0
L93331-927111,1095,0
L20247-287219,577,1
L10598-158642,553,1
L78241-447104,1095,0
L9523-704509,617,1
L73139-117937,1095,0
L44511-948658,1095,0
L14643-206878,1095,0
L61817-75533,1095,0
L20013-781642,1095,0
L57836-887175,1095,0
L59125-495149,1095,0
L83908-130391,1095,0
L42115-58554,1095,0
L18062-474931,1095,0
L53425-852716,1095,0
L96884-443399,1095,0
L24525-324722,1095,0
L87947-573996,663,1
L10725-93583,670,1
L5412-703081,711,1
L20838-923015,1095,0
L96357-295712,1095,0
L46015-580481,1095,0
L161-933705,1095,0
L43334-421816,1095,0
L66353-331329,1095,0
L2433-436654,1095,0
L10298-181053,1095,0
L54970-172678,703,1
L71736-357703,1095,0
L66094-896789,1095,0
L79924-10301,1095,0
L32156-449428,1095,0
L21252-241567,1095,0
L62420-453591,1095,0
L13359-113017,593,1
L24868-236392,1095,0
L72296-143055,1095,0
L84217-839477,1095,0
L58615-595540,1095,0
L77325-870154,1095,0
L74701-573028,676,1
L83104-366015,1095,0
L49928-705216,1095,0
L27912-633059,1095,0
L72802-462293,1095,0
L30357-617630,1095,0
L71225-33449,1095,0
L36003-449115,1095,0
L38201-494989,1095,0
L50083-391084,1095,0
L21980-451640,1095,0
L86212-290319,1095,0
L23628-625005,1095,0
L26769-339459,1095,0
L60119-303310,1095,0
L6340-375430,1095,0
L23102-296335,1095,0
L94812-118574,1095,0
L92376-20179,1095,0
L2995-892093,1095,0
L93971-816663,1095,0
L74786-10676,1095,0
L81360-328412,1095,0
L12843-988218,1095,0
L31000-795692,1095,0
L34666-442378,607,1
L38178-392210,1095,0
L60038-322753,1095,0
L2327-214856,1095,0
L6986-741464,1095,0
L75969-569020,1095,0
L37305-542827,1095,0
L63594-559783,1095,0
L95203-498559,1095,0
L14615-820979,1095,0
L3724-259002,1095,0
L69297-734561,1095,0
L6461-98325,680,1
L40730-846146,1095,0
L1208-148900,1095,0
L44275-143869,610,1
L14094-614544,587,1
L42378-722770,1095,0
L68217-392324,1095,0
L76703-137748,1095,0
L84716-872835,706,1
L85441-442523,1095,0
L14466-654149,694,1
L66349-984573,1095,0
L37626-774346,1095,0
L8214-477082,1095,0
L14220-715128,528,1
L30271-825867,1095,0
L35166-52845,1095,0
L63525-298738,632,1
L9028-739995,1095,0
L986-915501,1095,0
L63915-79677,1095,0
L86547-418613,707,1
L53595-950070,1095,0
L23649-942033,1095,0
L35210-649288,1095,0
L9951-548452,618,1
L77988-781417,1095,0
L28834-505262,427,1
L31834-531592,1095,0
L90422-555234,1095,0
L43376-564699,1095,0
L88081-636007,1095,0
L16934-241362,1095,0
L82867-194098,1095,0
L68021-976193,1095,0
L45434-356236,1095,0
L14983-236878,539,1
L37099-209135,1095,0
L82155-440631,1095,0
L70111-658391,1095,0
L47752-996298,1095,0
L87520-543636,1095,0
L96046-569192,1095,0
L86422-581138,1095,0
L39573-871342,695,1
L56714-64482,1095,0
L3068-197926,1095,0
L72864-116826,1095,0
L21309-177646,1095,0
L55193-127261,1095,0
L67920-65469,1095,0
L36671-156460,1095,0
L74057-284048,1095,0
L25453-900345,1095,0
L64466-222734,1095,0
L5946-262374,1095,0
L74493-864176,1095,0
L39467-918197,1095,0
L62848-507914,1095,0
L78355-788704,1095,0
L15236-340522,1095,0
L23263-698010,1095,0
L45823-542584,1095,0
L31015-156508,1095,0
L54593-120746,241,1
L36413-445071,1095,0
L39185-182499,1095,0
L84716-831371,1095,0
L68837-147835,1095,0
L68238-320772,1095,0
L11887-54345,1095,0
L20734-511886,1095,0
L5879-249459,695,1
L91213-619091,1095,0
L53864-791324,1095,0
L87532-29718,1095,0
L10227-444654,1095,0
L41495-608286,1095,0
L19199-947146,1095,0
L1089-133062,1095,0
L4346-206081,1095,0
L92443-116374,1095,0
L42044-880530,1095,0
L45257-541273,1095,0
L90270-233473,1095,0
L7687-403100,1095,0
L94872-278236,1095,0
L85678-332157,1095,0
L52915-313111,1095,0
L55835-557896,1095,0
L17398-530393,1095,0
L77123-641670,1095,0
L23313-315778,586,1
L59731-416390,1095,0
L55640-566144,1095,0
L64659-136292,1095,0
L28869-989077,1095,0
L90799-212698,1095,0
L93076-537577,1095,0
L33241-497181,1095,0
L50383-583952,1095,0
L12115-201692,1095,0
L91078-162505,1095,0
L70741-129879,1095,0
L65000-274368,1095,0
L49494-813495,1095,0
L79442-484328,1095,0
L80141-106586,1095,0
L88419-37940,1095,0
L63787-270624,1095,0
L18655-949475,1095,0
L76106-607040,1095,0
L98333-101275,1095,0
L98377-714324,1095,0
L27130-976317,1095,0
L86674-198066,1095,0
L91335-763777,1095,0
L10852-689317,1095,0
L44746-90683,1095,0
L21485-747629,633,1
L94950-411153,640,1
L81933-579961,1095,0
L42854-92023,623,1
L36013-115054,380,1
L10702-490338,595,1
L85987-811525,649,1
L66612-410502,1095,0
L44311-257725,1095,0
L17069-431037,653,1
L10346-713374,1095,0
L70230-572740,1095,0
L27886-226860,1095,0
L78724-781014,1095,0
L65902-150134,1095,0
L85193-100631,1095,0
L13281-284712,626,1
L15439-420381,1095,0
L6645-926161,1095,0
L53278-692533,677,1
L25559-325382,1095,0
L44856-457496,1095,0
L11565-18970,1095,0
L16679-734186,1095,0
L97167-993039,692,1
L42751-740287,1095,0
L63441-448003,1095,0
L52346-894341,1095,0
L55638-167841,1095,0
L72082-907122,1095,0
L36224-631193,670,1
L57648-788524,1095,0
L95221-826215,581,1
L90011-780874,1095,0
L9089-767809,1095,0
L60976-883497,600,1
L20846-54733,1095,0
L73048-689522,598,1
L32935-649179,455,1
L68957-666900,1095,0
L13374-669642,1095,0
L51292-394408,1095,0
L78193-268967,1095,0
L93832-107376,1095,0
L62836-932619,1095,0
L39518-722670,1095,0
L47328-705331,1095,0
L20739-550825,1095,0
L35657-556591,1095,0
L88312-210574,1095,0
L50501-640000,1095,0
L51367-290186,715,1
L93848-409691,1095,0
L7381-834425,1095,0
L55081-900472,1095,0
L73745-389972,1095,0
L37510-259432,1095,0
L56399-757340,1095,0
L70941-663583,1095,0
L57215-497511,1095,0
L32378-219722,1095,0
L63097-534653,1095,0
L76656-944635,1095,0
L33151-316857,1095,0
L83517-944500,1095,0
L81472-252310,1095,0
L56884-373582,1095,0
L37232-262755,1095,0
L8176-738376,1095,0
L62474-954891,675,1
L60610-730369,474,1
L13217-213299,1095,0
L6461-341557,689,1
L75597-879954,1095,0
L39442-469637,1095,0
L27007-170089,1095,0
L55521-14475,1095,0
L26609-938209,1095,0
L20002-80020,1095,0
L21579-630148,1095,0
L97343-260599,1095,0
L17030-966511,1095,0
L99424-997669,1095,0
L28655-278474,1095,0
L18977-580925,508,1
L90382-690595,1095,0
L54561-211263,1095,0
L16842-478421,638,1
L36925-971048,1095,0
L22507-176149,1095,0
L49421-374762,569,1
L91307-191241,1095,0
L52207-377371,1095,0
L33462-872130,1095,0
L61624-845663,521,1
L59671-757517,1095,0
L62368-963811,637,1
L93026-932490,1095,0
L16798-823487,1095,0
L90856-750082,1095,0
L23485-207064,1095,0
L76435-918609,1095,0
L28476-766721,675,1
L85195-560646,1095,0
L75162-782440,663,1
L83504-130792,1095,0
L14094-420593,1095,0
L1980-792192,1095,0
L41755-449761,701,1
L65986-595630,1095,0
L8973-535787,1095,0
L28452-188504,706,1
L28341-801946,1095,0
L81908-427072,1095,0
L95725-907187,1095,0
L5235-119290,1095,0
L69442-366549,699,1
L16618-818117,1095,0
L46538-459183,538,1
L50768-246375,1095,0
L2082-495912,599,1
L65106-287915,1095,0
L15876-450954,1095,0
L33101-92192,1095,0
L23607-514954,1095,0
L79414-75710,1095,0
L93168-566436,1095,0
L23893-511505,1095,0
L14799-638171,1095,0
L68124-516333,1095,0
L32971-983331,1095,0
L11336-71950,1095,0
L30501-55422,1095,0
L52139-857164,1095,0
L51735-301814,1095,0
L2908-860529,700,1
L99438-757387,1095,0
L98973-957013,1095,0
L87122-287534,1095,0
L69758-953481,1095,0
L86654-478253,1095,0
L10090-193339,1095,0
L6689-406365,702,1
L56661-365308,1095,0
L29203-251981,1095,0
L83924-752184,1095,0
L88697-496152,524,1
L31905-426535,1095,0
L64426-618150,1095,0
L90649-641628,1095,0
L89608-857509,1095,0
L61458-31301,1095,0
L78068-106926,1095,0
L17948-289802,1095,0
L56340-291944,1095,0
L71651-61523,1095,0
L93586-296489,1095,0
L49541-371177,1095,0
L56832-190424,631,1
L75315-539682,1095,0
L17469-337746,1095,0
L87589-766281,1095,0
L42345-738518,1095,0
L65399-860250,1095,0
L10064-468704,677,1
L53472-552420,536,1
L42725-507382,1095,0
L15612-370114,1095,0
L60494-977905,1095,0
L23207-428655,1095,0
L88428-129675,1095,0
L23418-729876,1095,0
L99025-112875,1095,0
L90866-630967,1095,0
L48537-907828,1095,0
L81009-239970,1095,0
L11660-657809,641,1
L89915-411178,1095,0
L65578-312064,1095,0
L18900-120114,1095,0
L45040-378784,1095,0
L8532-123789,1095,0
L40023-98640,1095,0
L87884-104154,1095,0
L98141-226658,1095,0
L93210-181011,465,1
L12388-583524,1095,0
L97942-478244,1095,0
L84236-546975,1095,0
L19105-74782,1095,0
L96726-585873,1095,0
L13360-754325,1095,0
L67083-169689,1095,0
L66972-698990,1095,0
L79584-919752,643,1
L7059-16180,563,1
