loan_id,days_to_early_default,default_flag
L45732-212275,1095,0
L86902-756148,1095,0
L76615-330581,1095,0
L13684-405815,615,1
L19969-114701,1095,0
L38991-981760,1095,0
L9784-887646,1095,0
L43661-541081,1095,0
L63293-156177,1095,0
L31374-435158,1095,0
L57757-141703,689,1
L41453-466387,1095,0
L78357-852086,715,1
L23438-555566,1095,0
L92547-352968,687,1
L55633-581018,1095,0
L13936-377322,1095,0
L10117-345160,1095,0
L83174-339534,1095,0
L55402-24674,1095,0
L70431-108140,1095,0
L89971-797736,1095,0
L9334-63859,1095,0
L2476-164497,1095,0
L23225-424112,1095,0
L33821-583223,1095,0
L51013-97114,1095,0
L42814-116501,1095,0
L17671-781856,1095,0
L46156-528382,1095,0
L39439-495729,700,1
L19401-66444,1095,0
L76989-74529,1095,0
L53753-476959,713,1
L58190-150970,602,1
L68898-247378,1095,0
L78163-321511,594,1
L40869-833699,669,1
L87710-351937,1095,0
L6257-46549,647,1
L89704-11064,542,1
L73615-83104,1095,0
L78462-430096,1095,0
L45609-323468,1095,0
L52692-223429,1095,0
L65335-169182,1095,0
L36859-779372,1095,0
L52081-509210,1095,0
L66976-882730,707,1
L39442-800998,1095,0
L50637-341876,1095,0
L49658-141255,1095,0
L26408-890673,1095,0
L31411-65170,1095,0
L42067-922987,1095,0
L94376-491336,1095,0
L26050-884290,609,1
L89601-830005,1095,0
L38059-868198,1095,0
L31187-765997,1095,0
L11573-943212,257,1
L38757-875119,713,1
L25241-508797,1095,0
L48492-965620,1095,0
L82305-656548,521,1
L28921-546205,1095,0
L20120-647582,1095,0
L17369-236507,349,1
L28653-956221,1095,0
L37390-28018,1095,0
L87647-930748,1095,0
L88934-567797,1095,0
L77081-417292,1095,0
L51827-563603,1095,0
L70871-143432,1095,0
L80757-984865,1095,0
L93433-813571,1095,0
L99350-991176,688,1
L44244-502576,1095,0
L3778-425774,1095,0
L21006-755000,1095,0
L49373-127551,1095,0
L54550-499738,1095,0
L5211-80904,1095,0
L59585-783347,1095,0
L33668-939650,1095,0
L30844-150283,1095,0
L51259-450790,1095,0
L21387-421453,1095,0
L97988-824896,1095,0
L27167-886631,1095,0
L13014-714377,698,1
L24531-945768,1095,0
L20698-107175,484,1
L3599-32815,1095,0
L61853-396093,617,1
L28986-220402,1095,0
L91343-197078,1095,0
L28417-309256,1095,0
L49374-758755,1095,0
L13701-377198,1095,0
L31825-570549,1095,0
L34124-681830,1095,0
L96033-960713,1095,0
L47956-744961,628,1
L7681-137757,1095,0
L32780-645503,1095,0
L58409-648264,1095,0
L71762-498364,1095,0
L41190-239521,703,1
L95458-142876,614,1
L39913-518859,1095,0
L15213-85588,1095,0
L4006-706173,1095,0
L26698-778609,1095,0
L51133-495828,1095,0
L13682-124694,1095,0
L23532-20597,661,1
L64711-962798,1095,0
L4001-126511,1095,0
L15127-539516,1095,0
L36840-524446,1095,0
L53442-52170,1095,0
L88857-364424,1095,0
L42734-668223,1095,0
L19734-551120,1095,0
L94013-937259,1095,0
L35587-380698,1095,0
L26053-504961,1095,0
L10561-456243,598,1
L86544-479188,524,1
L48622-568347,1095,0
L8535-480054,1095,0
L19707-815500,677,1
L35822-37830,1095,0
L42931-374989,1095,0
L75684-442628,658,1
L34773-936156,680,1
L93680-629166,1095,0
L27218-671860,1095,0
L51251-351569,1095,0
L84274-997756,1095,0
L4595-661968,1095,0
L34206-483661,1095,0
L69181-661818,1095,0
L35688-466818,1095,0
L97228-318384,1095,0
L89811-921209,1095,0
L54012-392680,622,1
L63292-192188,552,1
L7630-549542,1095,0
L97079-390951,640,1
L57001-453594,1095,0
L3049-185561,1095,0
L11379-418624,468,1
L74278-210694,1095,0
L18304-324358,1095,0
L1545-20691,715,1
L30291-19075,1095,0
L47648-93755,1095,0
L17437-244420,1095,0
L91678-715870,1095,0
L70954-772802,1095,0
L17546-89929,1095,0
L99068-424245,1095,0
L40615-311709,1095,0
L69910-72541,458,1
L83680-508474,681,1
L15582-795336,1095,0
L59967-983996,1095,0
L44338-358306,1095,0
L93054-519087,1095,0
L10949-990484,1095,0
L80362-227668,1095,0
L28745-651023,643,1
L73553-265620,1095,0
L72246-769409,1095,0
L20848-647573,1095,0
L86671-899401,1095,0
L4203-309433,1095,0
L84336-10373,1095,0
L30462-127008,1095,0
L23361-162898,1095,0
L74482-100541,1095,0
L19324-980631,535,1
L53684-237396,1095,0
L67785-495694,1095,0
L94354-937597,1095,0
L52449-607137,1095,0
L22925-650229,1095,0
L69938-928123,1095,0
L83560-478528,1095,0
L94434-577906,657,1
L24577-867457,1095,0
L68460-458311,1095,0
L43621-481987,1095,0
L45732-677193,1095,0
L8003-321334,1095,0
L76025-183132,1095,0
L56253-130032,1095,0
L76080-682184,1095,0
L94971-860210,1095,0
L54311-327093,631,1
L94551-676862,1095,0
L7168-442729,1095,0
L58574-886750,674,1
L88654-405476,1095,0
L80182-359247,661,1
L65032-36142,1095,0
L22394-685302,1095,0
L95007-564368,1095,0
L25639-918603,1095,0
L1323-323051,706,1
L29387-769583,1095,0
L36045-349546,424,1
L31143-867844,485,1
L30420-995690,1095,0
L81801-646265,1095,0
L419-226641,583,1
L17925-330891,695,1
L92218-836327,1095,0
L3800-968315,1095,0
L20716-237544,1095,0
L36889-219565,1095,0
L8756-339163,432,1
L20378-227483,1095,0
L10075-952552,708,1
L83388-298845,1095,0
L69219-964967,1095,0
L22424-14036,658,1
L74521-393738,1095,0
L28655-634565,1095,0
L75074-338173,313,1
L93547-752587,593,1
L96680-761198,1095,0
L89375-143198,652,1
L9540-669524,1095,0
L85953-318729,1095,0
L14112-291707,693,1
L17382-531190,1095,0
L75672-418184,1095,0
L45492-364323,1095,0
L35997-350478,1095,0
L42455-841998,1095,0
L5214-216779,1095,0
L28529-238756,1095,0
L75292-371440,1095,0
L26802-243370,1095,0
L72031-211360,1095,0
L8149-197938,1095,0
L74606-999576,1095,0
L5472-360161,1095,0
L63310-133676,652,1
L6552-750168,1095,0
L62642-627835,1095,0
L92365-546325,1095,0
L56169-84803,1095,0
L50426-34764,1095,0
L78581-443932,1095,0
L52617-178210,1095,0
L34354-654152,650,1
L44241-664403,1095,0
L48522-621054,1095,0
L80771-530098,1095,0
L2263-958262,710,1
L36120-677092,1095,0
L34124-769593,1095,0
L59277-934824,1095,0
L77715-511037,1095,0
L20732-403287,1095,0
L84728-516822,1095,0
L17568-532549,1095,0
L82986-227396,576,1
L3412-725490,1095,0
L47556-902633,1095,0
L81656-939620,1095,0
L11099-833596,1095,0
L15349-460972,1095,0
L66142-596210,1095,0
L73893-635914,1095,0
L33205-84592,1095,0
L3959-764457,712,1
L22805-980247,1095,0
L41074-494883,1095,0
L89103-969028,334,1
L21772-268234,1095,0
L15591-245261,1095,0
L60097-524073,1095,0
L97717-939810,1095,0
L26997-731677,1095,0
L49482-54004,1095,0
L54369-682232,1095,0
L79899-739934,506,1
L45930-692696,1095,0
L52176-74278,1095,0
L47970-287572,1095,0
L65812-687182,1095,0
L567-523817,1095,0
L13259-631241,520,1
L33684-594329,1095,0
L66782-905554,1095,0
L13704-85360,1095,0
L49200-26769,1095,0
L99282-474681,1095,0
L11095-876993,1095,0
L9358-52384,1095,0
L63465-947863,1095,0
L68990-281010,1095,0
L69889-938461,1095,0
L23491-231058,1095,0
L64771-754738,677,1
L61785-67253,1095,0
L98298-483426,1095,0
L8314-654035,1095,0
L9466-33041,1095,0
L2936-590126,1095,0
L65189-65268,1095,0
L98359-628842,1095,0
L36550-435808,1095,0
L35586-999945,1095,0
L54475-810272,1095,0
L80755-946270,1095,0
L5789-395188,1095,0
L26978-215823,1095,0
L69822-160271,1095,0
L13911-63453,1095,0
L6597-444353,1095,0
L36408-269136,627,1
L13929-751328,1095,0
L71204-205705,1095,0
L24581-338882,1095,0
L539-886044,1095,0
L89325-587309,1095,0
L42242-993820,1095,0
L68427-199982,1095,0
L97936-590099,1095,0
L72581-19920,1095,0
L81370-994022,1095,0
L63918-507466,1095,0
L87503-414310,1095,0
L45331-653446,1095,0
L60633-675103,1095,0
L7776-705499,1095,0
L16319-989145,1095,0
L98021-384386,678,1
L38854-355651,1095,0
L49581-827090,584,1
L63454-392885,1095,0
L29452-326908,1095,0
L15680-966530,1095,0
L59705-481345,459,1
L64188-204435,1095,0
L79619-919679,1095,0
L3954-387569,652,1
L66101-780657,1095,0
L24763-463207,1095,0
L8755-876264,1095,0
L83308-990870,543,1
L53700-618741,1095,0
L81319-428948,680,1
L73645-181596,1095,0
L17651-631090,1095,0
L86973-224378,1095,0
L68703-280917,1095,0
L98128-554144,1095,0
L24065-885948,1095,0
L24156-502613,1095,0
L99312-543734,484,1
L81540-75079,1095,0
L64594-738756,1095,0
L6837-150134,659,1
L23608-942973,1095,0
L1325-253807,1095,0
L36649-791926,452,1
L66586-811594,1095,0
L75846-736295,1095,0
L47679-595012,591,1
L69537-14168,1095,0
L74141-401559,1095,0
L46794-526421,1095,0
L97948-849619,1095,0
L34245-287561,1095,0
L98312-996147,1095,0
L80223-316073,1095,0
L50503-853675,1095,0
L96619-919903,1095,0
L50376-733747,493,1
L46424-214386,1095,0
L93023-25358,1095,0
L66133-959884,1095,0
L47440-397179,1095,0
L21492-404986,597,1
L27308-605774,686,1
L57638-923976,1095,0
L68043-20181,1095,0
L14934-584018,1095,0
L80255-76150,1095,0
L41013-446047,1095,0
L38699-169698,578,1
L77318-878487,603,1
L95865-831264,1095,0
L14154-791323,1095,0
L80199-285501,1095,0
L68881-368905,1095,0
L35810-780076,1095,0
L19360-591760,1095,0
L20018-680706,1095,0
L71755-623539,1095,0
L45284-350062,1095,0
L36309-142958,566,1
L78208-19553,1095,0
L21667-376634,648,1
L98960-834553,620,1
L89041-467131,642,1
L25422-324115,1095,0
L32258-393328,1095,0
L20728-148589,1095,0
L66029-120878,1095,0
L96245-555315,1095,0
L74892-909020,447,1
L47771-922443,1095,0
L18349-42016,1095,0
L32604-103799,1095,0
L53791-451271,1095,0
L66510-701048,596,1
L38539-852471,675,1
L81449-637182,1095,0
L8591-20108,1095,0
L71550-655782,1095,0
L96455-439105,1095,0
L95401-767363,1095,0
L40315-963661,1095,0
L95334-758787,1095,0
L27977-201751,1095,0
L38429-420656,1095,0
L27318-708524,1095,0
L1928-409156,1095,0
L43886-585885,1095,0
L79787-670175,1095,0
L66576-864005,1095,0
L37672-558381,1095,0
L68762-212448,402,1
L80875-952819,1095,0
L67344-355281,1095,0
L34695-596826,1095,0
L62347-613067,1095,0
L76006-356258,1095,0
L8373-244836,1095,0
L4615-929329,1095,0
L3166-530952,1095,0
L74619-96454,1095,0
L86690-588045,1095,0
L37103-889604,1095,0
L92763-709468,1095,0
L83475-845217,1095,0
L29353-310783,1095,0
L34271-691867,1095,0
L85596-120294,1095,0
L18186-875520,1095,0
L96288-435679,1095,0
L71248-870090,1095,0
L72700-21204,1095,0
L27840-64701,1095,0
L74373-946209,1095,0
L33945-970646,1095,0
L57832-624222,623,1
L92661-601940,426,1
L65008-623700,1095,0
L97400-871724,1095,0
L66644-106098,1095,0
L42507-445859,1095,0
L50723-727395,1095,0
L7452-646483,1095,0
L42932-948325,1095,0
L87480-493443,1095,0
L84068-335328,1095,0
L56201-981746,1095,0
L66624-108100,619,1
L91426-311573,1095,0
L23294-566542,1095,0
L89325-698299,553,1
L76016-157030,1095,0
L13461-947422,1095,0
L1959-460591,1095,0
L22192-88791,1095,0
L67204-64475,570,1
L81181-296573,1095,0
L55858-498841,1095,0
L144-98629,1095,0
L76029-322631,1095,0
L88995-995122,684,1
L43104-199021,1095,0
L67064-918569,1095,0
L817-759627,1095,0
L7090-88966,1095,0
L30849-159659,1095,0
L70076-973892,1095,0
L62583-97339,1095,0
L52131-223215,694,1
L49770-817688,1095,0
L25510-946184,1095,0
L50987-31434,1095,0
L59851-483417,1095,0
L15258-351651,1095,0
L37295-81322,1095,0
L50698-254856,683,1
L21274-972013,1095,0
L67787-720356,1095,0
L86475-560226,1095,0
L75018-417581,495,1
L73917-343324,1095,0
L25229-438833,1095,0
L38289-277719,1095,0
L40716-982383,1095,0
L35076-909742,1095,0
L96351-344779,1095,0
L32244-392734,1095,0
L30156-174094,719,1
L41029-812169,1095,0
L74353-651594,1095,0
L1847-569405,505,1
L25171-334210,1095,0
L32042-749667,1095,0
L48174-51741,1095,0
L85622-40922,1095,0
L37085-318898,1095,0
L96377-385261,1095,0
L30289-240484,1095,0
L43961-581469,1095,0
L205-580927,1095,0
L57790-309027,597,1
L65488-734118,1095,0
L24047-347367,637,1
L21605-326844,1095,0
L93678-621658,1095,0
L53355-432699,1095,0
L10525-118960,618,1
L61030-430709,554,1
L99361-351676,1095,0
L29709-405300,1095,0
L70402-733581,1095,0
L13320-483721,1095,0
L45127-623658,1095,0
L88389-840396,1095,0
L38843-523630,1095,0
L98653-58321,1095,0
L98500-268105,1095,0
L13513-751544,1095,0
L17696-293107,1095,0
L72387-497665,1095,0
L94424-672085,681,1
L69908-733182,677,1
L58779-894548,1095,0
L31071-368612,1095,0
L86529-745257,548,1
L75101-297565,1095,0
L33054-854413,1095,0
L6232-156243,1095,0
L58103-344309,1095,0
L91768-919547,1095,0
L19798-889158,1095,0
L86719-334419,1095,0
L91664-849529,1095,0
L22193-315503,1095,0
L26835-601031,1095,0
L95281-339518,1095,0
L73313-364126,1095,0
L64226-887422,1095,0
L39799-78098,1095,0
L8363-821266,659,1
L82175-842956,1095,0
L76240-656187,1095,0
L90625-33676,641,1
L48480-194592,1095,0
L40968-306197,526,1
L22173-948521,1095,0
L42836-328281,1095,0
L7667-566317,1095,0
L10875-875308,1095,0
L76282-492791,1095,0
L75235-87112,1095,0
L26101-933331,1095,0
L48746-923091,1095,0
L35178-138139,1095,0
L39976-453282,479,1
L11552-643723,1095,0
L34894-472073,476,1
L87784-589072,1095,0
L69521-913276,618,1
L50589-949300,1095,0
L38774-966949,629,1
L57248-212667,708,1
L96687-154856,1095,0
L18690-494636,1095,0
L7849-881589,1095,0
L48798-120026,1095,0
L34038-255668,1095,0
L48463-928981,601,1
L18581-915630,1095,0
L25022-989096,626,1
L8406-420123,1095,0
L82266-918713,1095,0
L61944-761671,1095,0
L24631-172528,1095,0
L79030-583680,1095,0
L33430-154891,1095,0
L980-524088,1095,0
L62513-883906,1095,0
L88562-927828,1095,0
L92613-134688,1095,0
L97071-607238,1095,0
L27019-648038,1095,0
L84092-657245,1095,0
L33059-95850,1095,0
L15542-402792,1095,0
L79386-460782,336,1
L28836-876226,1095,0
L78927-559981,686,1
L73611-379161,1095,0
L35701-273511,1095,0
L51954-101319,1095,0
L26115-361337,1095,0
L65479-703775,1095,0
L69945-136375,1095,0
L69627-615384,1095,0
L11022-985393,612,1
L26340-724989,1095,0
L73959-554479,1095,0
L2350-920700,621,1
L60447-995651,1095,0
L74071-966795,1095,0
L93937-626915,1095,0
L95307-592729,1095,0
L16818-73204,719,1
L52039-413554,1095,0
L56345-913467,1095,0
L1766-958026,1095,0
L81706-444787,1095,0
L35108-204831,1095,0
L58739-878425,1095,0
L44937-461641,1095,0
L5105-569630,719,1
L80329-547741,1095,0
L59910-934095,1095,0
L18581-193909,1095,0
L16920-984457,1095,0
L53401-306787,1095,0
L35252-883476,1095,0
L2532-292735,463,1
L49143-520337,1095,0
L88075-533573,676,1
L24351-885030,1095,0
L64444-274641,1095,0
L80088-934455,1095,0
L68940-352663,1095,0
L96443-769688,1095,0
L69569-867367,1095,0
L95193-439085,710,1
L4353-101552,1095,0
L86144-73248,1095,0
L54096-821412,1095,0
L61043-472831,1095,0
L48641-921304,1095,0
L61950-90706,1095,0
L9746-387543,1095,0
L93629-443348,1095,0
L3126-375151,1095,0
L27775-398407,1095,0
L2716-763753,1095,0
L67586-779101,1095,0
L22984-846262,1095,0
L90503-298495,1095,0
L4418-688444,1095,0
L28805-378989,1095,0
L44123-820665,1095,0
L35423-897165,1095,0
L96706-306003,1095,0
L56568-225129,1095,0
L10953-237669,466,1
L24155-63454,1095,0
L68219-311586,1095,0
L92240-668451,1095,0
L1883-648877,1095,0
L81082-646639,1095,0
L31245-267308,1095,0
L69529-155964,1095,0
L11907-521653,1095,0
L96937-110704,1095,0
L75128-834449,1095,0
L13860-616729,1095,0
L47923-212479,1095,0
L72490-585298,1095,0
L98159-679308,1095,0
L72489-400994,1095,0
L83989-501577,1095,0
L62716-932482,671,1
L28693-878759,1095,0
L84936-885902,1095,0
L26673-384359,1095,0
L4554-888939,1095,0
L1064-634581,1095,0
L44971-53055,518,1
L52028-977080,1095,0
L55815-536939,1095,0
L35262-687506,1095,0
L65885-748306,1095,0
L88256-805350,598,1
L54204-12454,1095,0
L8520-583654,1095,0
L73952-437457,1095,0
L78306-324631,678,1
L15301-401323,1095,0
L58616-418937,1095,0
L61656-530112,1095,0
L69024-527103,1095,0
L90632-937490,1095,0
L71849-824736,1095,0
L24331-416590,1095,0
L71505-808153,1095,0
L37560-472793,1095,0
L8544-84206,1095,0
L16652-108293,585,1
L29774-809697,1095,0
L148-658167,1095,0
L15202-843612,1095,0
L87773-280812,1095,0
L488-450798,1095,0
L98233-839502,1095,0
L39507-354787,1095,0
L49363-339271,1095,0
L87087-214151,1095,0
L23267-953459,1095,0
L3746-79942,1095,0
L38680-113059,1095,0
L54169-94470,1095,0
L76571-257436,666,1
L42031-698112,1095,0
L54621-928659,1095,0
L84519-265076,1095,0
L79546-804582,1095,0
L7495-700958,1095,0
L65738-123502,1095,0
L43775-497259,1095,0
L55349-534587,1095,0
L71346-442370,1095,0
L86191-708497,1095,0
L33665-908460,1095,0
L58624-839138,1095,0
L58011-718729,1095,0
L99871-147695,1095,0
L6855-506148,1095,0
L48618-552732,660,1
L88328-566005,701,1
L32419-873966,1095,0
L42763-651526,1095,0
L18863-915380,1095,0
L21505-583342,1095,0
L22612-105719,1095,0
L19197-74184,1095,0
L75434-244232,654,1
L56748-608953,1095,0
L51492-704163,1095,0
L76357-560512,1095,0
L32327-610830,1095,0
L87079-214649,1095,0
L63557-588439,1095,0
L14335-139811,1095,0
L90505-472753,577,1
L65064-89212,1095,0
L33013-240600,1095,0
L40893-348471,1095,0
L5179-63730,1095,0
L72702-644722,1095,0
L19882-927818,1095,0
L40152-882981,1095,0
L99233-563247,707,1
L405-651002,1095,0
L22620-568821,1095,0
L95004-14708,1095,0
L84039-912707,1095,0
L69484-55139,696,1
L28631-780553,1095,0
L749-973775,1095,0
L13282-847912,1095,0
L39918-565433,1095,0
L40361-771854,1095,0
L47554-928996,1095,0
L87719-460062,1095,0
L59323-758003,1095,0
L30463-253236,1095,0
L36614-792829,1095,0
L8073-349742,1095,0
L66125-399622,1095,0
L42940-977202,1095,0
L44627-675271,1095,0
L38638-600020,1095,0
L16582-661236,1095,0
L84994-796876,1095,0
L96575-286621,456,1
L77506-831015,1095,0
L6628-17724,1095,0
L85846-694601,1095,0
L84992-893769,619,1
L29388-658036,601,1
L64698-459421,1095,0
L43833-97344,688,1
L55414-610090,648,1
L9597-657611,1095,0
L54805-562304,612,1
L94115-988010,1095,0
L32698-555744,1095,0
L17662-279883,606,1
L96201-946402,1095,0
L53185-817366,1095,0
L77689-377120,1095,0
L27223-210782,688,1
L27393-891473,1095,0
L33776-149390,1095,0
L32332-595089,1095,0
L78380-779589,1095,0
L32753-322491,691,1
L32493-245362,1095,0
L75370-520867,706,1
L4926-207562,574,1
L4065-262758,1095,0
L57634-568372,596,1
L23338-107941,1095,0
L91133-661702,667,1
L38523-754977,1095,0
L24112-272113,1095,0
L35248-345282,668,1
L45775-286654,1095,0
L76906-352297,1095,0
L78317-558215,1095,0
L46396-767733,494,1
L39393-654720,1095,0
L90860-933339,1095,0
L98865-131848,1095,0
L14009-391507,1095,0
L83391-845399,1095,0
L6322-84621,632,1
L14459-415038,1095,0
L14371-644964,1095,0
L72898-750249,1095,0
L86633-418713,1095,0
L46797-952549,1095,0
L70805-254094,1095,0
L44428-124854,1095,0
L96007-741862,1095,0
L79845-143040,1095,0
L25498-213873,1095,0
L60508-344829,702,1
L10898-989178,1095,0
L75522-256698,1095,0
L8052-643588,1095,0
L44806-812168,1095,0
L81991-29138,598,1
L10699-489537,541,1
L38097-576033,1095,0
L7817-135693,1095,0
L1892-312569,1095,0
L17975-442189,478,1
L28557-949715,1095,0
L34932-971568,1095,0
L64163-50602,1095,0
L5606-262629,643,1
L66713-161061,1095,0
L82243-68612,1095,0
L28390-474743,1095,0
L95531-197683,692,1
L40978-883398,1095,0
L50945-595539,462,1
L32973-794334,1095,0
L99093-296683,1095,0
L63958-791668,1095,0
L34811-322815,574,1
L31372-76760,689,1
L64365-524865,1095,0
L5487-697001,1095,0
L17263-88016,601,1
L98093-221014,1095,0
L3137-950527,1095,0
L39552-559689,1095,0
L42317-988809,1095,0
L5411-852959,1095,0
L61270-972391,611,1
L78005-423256,715,1
L27523-800670,707,1
L1870-451954,530,1
L68731-275338,680,1
L87649-17667,1095,0
L50244-394965,667,1
L18357-530798,1095,0
L29298-321852,1095,0
L94540-281047,1095,0
L63194-184544,1095,0
L54547-555755,1095,0
L80323-609299,625,1
L98011-975351,704,1
L79131-743750,1095,0
L94771-595584,1095,0
L38638-189225,555,1
L64092-450910,1095,0
L22682-208349,1095,0
L94608-951882,1095,0
L75046-214958,1095,0
L2802-669176,1095,0
L57109-668839,596,1
L16211-958845,1095,0
L42782-153424,1095,0
L82739-432270,1095,0
L87214-76719,1095,0
L31792-332498,1095,0
L72378-357333,1095,0
L54098-404052,1095,0
L88068-635642,1095,0
L73918-745272,1095,0
L54760-351107,1095,0
L96316-46031,1095,0
L16830-242156,1095,0
L11938-957282,1095,0
L58613-772502,1095,0
L73242-76071,1095,0
L31744-633624,1095,0
L45832-368737,1095,0
L58342-301759,707,1
L25050-397826,1095,0
L40716-780740,1095,0
L47414-827679,1095,0
L21232-194554,1095,0
L29056-452901,617,1
L75421-793345,1095,0
L70194-556454,1095,0
L6590-502330,1095,0
L31604-812357,1095,0
L83288-607665,1095,0
L78299-851227,1095,0
L60074-871728,492,1
L10451-388186,1095,0
L35522-428188,1095,0
L93090-392976,1095,0
L93597-650571,1095,0
L69224-384637,1095,0
L38996-688349,1095,0
L2338-424422,1095,0
L32792-637043,1095,0
L3523-593865,1095,0
L88214-829651,1095,0
L64730-770668,1095,0
L99262-64733,1095,0
L4798-533435,1095,0
L30135-281646,1095,0
L52948-925777,1095,0
L25494-684336,1095,0
L87768-793690,1095,0
L34932-696559,1095,0
L7058-840173,1095,0
L59725-60873,1095,0
L31021-854242,1095,0
L53163-706045,1095,0
L66383-204535,1095,0
L74100-688244,1095,0
L43274-749181,703,1
L34158-830926,1095,0
L21379-647847,1095,0
L95381-57230,1095,0
L76308-311792,1095,0
L75959-855421,1095,0
L71810-921674,1095,0
L10369-671149,587,1
L89178-512121,1095,0
L83170-47510,1095,0
L49842-416849,1095,0
L40837-149662,1095,0
L75044-652945,1095,0
L18790-816146,1095,0
L37398-103376,1095,0
L60350-665819,1095,0
L37657-365571,1095,0
L79363-322047,674,1
L64418-812333,1095,0
L38863-296364,415,1
L37743-276356,584,1
L34630-472439,1095,0
L1913-957390,1095,0
L82203-868027,1095,0
L97595-295528,1095,0
L31045-752632,1095,0
L47945-611613,1095,0
L72837-877872,1095,0
L53256-594130,1095,0
L34976-206489,1095,0
L53852-914596,1095,0
L42222-451764,1095,0
L1208-926780,1095,0
L94244-707105,1095,0
L4239-474274,1095,0
L29721-618492,1095,0
L97614-599781,1095,0
L14115-598372,1095,0
L42078-960929,1095,0
L42734-265900,1095,0
L1898-992797,1095,0
L51389-503871,1095,0
L89078-762367,1095,0
L11692-547988,652,1
L27686-604747,430,1
L92423-350468,1095,0
L41905-378468,1095,0
L59000-146047,1095,0
L41507-928550,1095,0
L29843-390995,1095,0
L90738-148157,1095,0
L88087-354106,1095,0
L74478-511092,1095,0
L55412-701947,696,1
L26203-928429,1095,0
L49208-153523,1095,0
L95515-234498,1095,0
L51425-302069,1095,0
L75006-283744,1095,0
L81369-338279,1095,0
L92390-222762,1095,0
L71435-817347,1095,0
L32429-944811,1095,0
L41013-133391,1095,0
L28550-182435,313,1
L94765-955785,1095,0
L55000-743404,1095,0
L7155-739363,597,1
L19292-226619,1095,0
L31763-403240,1095,0
L47598-541169,430,1
L86977-498740,1095,0
L62482-846821,1095,0
L90927-697362,1095,0
L86955-75498,1095,0
L26473-427408,1095,0
L33501-645452,1095,0
L26744-143259,1095,0
L41652-948570,1095,0
L63792-336574,1095,0
L87263-476808,531,1
L72021-724337,1095,0
L52350-104272,1095,0
L79922-247611,675,1
L70128-165195,1095,0
L91688-698688,1095,0
L77342-357782,283,1
L14194-641399,1095,0
L84026-976024,485,1
L8036-710488,1095,0
L85927-583498,619,1
L85406-753638,1095,0
L59782-586807,1095,0
L13545-540152,1095,0
L65157-770723,1095,0
L7342-677215,1095,0
L60748-656229,1095,0
L5653-590781,1095,0
L34848-379397,1095,0
L11292-140261,1095,0
L48445-340970,1095,0
L95423-473257,1095,0
L14668-442271,1095,0
L10569-616811,649,1
L33476-475965,1095,0
L59266-734203,710,1
L7013-140006,1095,0
L68974-957222,1095,0
L52494-467164,1095,0
L47131-213193,679,1
L45970-604946,504,1
L47297-447807,1095,0
L71214-845748,1095,0
L72846-944793,525,1
L65786-262785,1095,0
L76672-70130,1095,0
L64775-841843,1095,0
L39896-215952,1095,0
L60588-382955,1095,0
L44324-232698,1095,0
L32630-371083,1095,0
L14022-426460,1095,0
L17568-236470,1095,0
L34093-509861,686,1
L23283-822131,1095,0
L64561-820718,670,1
L16158-784375,1095,0
L30101-408780,1095,0
L88531-539890,1095,0
L46358-538536,1095,0
L71803-848957,1095,0
L42917-561909,1095,0
L51630-144481,1095,0
L14120-350038,1095,0
L77903-640559,1095,0
L84041-978359,1095,0
L13417-77449,1095,0
L27891-566845,1095,0
L66674-768569,1095,0
L53486-604828,1095,0
L71792-168556,1095,0
L4033-364364,1095,0
L23231-387340,1095,0
L64699-169679,1095,0
L77798-701116,533,1
L54952-758423,1095,0
L42124-499192,1095,0
L19633-621098,1095,0
L35876-373992,1095,0
L48434-61672,1095,0
L85204-750084,1095,0
L38177-127058,1095,0
L1018-777785,1095,0
L26363-329806,1095,0
L53860-788891,1095,0
L34774-53768,719,1
L83729-185586,1095,0
L25864-873697,1095,0
L15876-690483,1095,0
L83362-304282,616,1
L27158-957384,1095,0
L52789-356994,1095,0
L24567-328565,536,1
L4383-637129,1095,0
L68207-808834,1095,0
L54081-476195,1095,0
L13210-622563,604,1
L99301-300177,1095,0
L37431-346791,675,1
L57766-712022,1095,0
L56388-512477,1095,0
L72501-391364,712,1
L24004-358561,665,1
L46082-110696,1095,0
L89307-29341,1095,0
L82898-926589,1095,0
L44402-949521,1095,0
L5508-530872,1095,0
L54289-376673,1095,0
L95880-792915,1095,0
L48436-907710,1095,0
L83106-571689,1095,0
L35389-992941,1095,0
L54536-798931,1095,0
L43691-832231,1095,0
L85261-134988,641,1
L76233-335598,1095,0
L50948-191204,1095,0
L86346-542719,1095,0
L87723-212812,1095,0
L26286-556918,716,1
L17210-169308,1095,0
L68982-246057,1095,0
L11552-580314,1095,0
L88529-235595,1095,0
L61935-735450,1095,0
L2731-953916,1095,0
L65736-745244,1095,0
L53876-691610,1095,0
L19268-432128,1095,0
L99952-863679,1095,0
L57124-30208,659,1
L86222-224955,673,1
L37053-729071,1095,0
L21932-39534,1095,0
L2917-234509,1095,0
L14845-522688,624,1
L56706-609568,1095,0
L92831-197136,1095,0
L24718-749809,583,1
L54111-658704,1095,0
L82481-796548,1095,0
L28807-551805,1095,0
L67173-519420,586,1
L66606-501567,1095,0
L45322-473206,1095,0
L87172-885870,1095,0
L91215-613110,1095,0
L82929-644200,1095,0
L20129-781434,1095,0
L11206-250164,1095,0
L35354-301086,1095,0
