merchant_id,merchant_name,merchant_category,merchant_city,merchant_state,is_international
M30196-268127,,entertainment,Millerburgh,WA,
M47368-843270,Morales-Hopkins,utilities,Williamston,NC,No 
M52879-182492,Perkins LLC,electronics,Sarahburgh,VA,No
M74741-306945,Hicks and Sons,clothing,Owensfurt,NE,No
M45671-66037,Murphy Group,travel,Jamesfurt,AL,No
M2709-609940,Bell-Steele,utilities,North Jennifer,WA,Yes
M97109-929670,Mullen and Sons,gas,North Austin,IA,No
M91942-713117,Brown PLC,gas,New Robertfurt,KS,No
M17391-796698,Ross Ltd,utilities,West Crystalchester,AS,No
M33978-225228, Hernandez-Miller ,grocery,Barbarastad,MO,No
M52354-410966,Jackson Ltd,entertainment ,Clinebury,MN,No
M4092-514607,Jones Group,travel,Kellychester,MS,No
M32689-631731,Stout-Sullivan,electronics,Katieland,VI,No
M51624-224080,Romero PLC,,Christinachester,AR,No
M63835-17164,Henry PLC,online_retail,Edwardchester,ID,No
M24335-211177,Smith-Kelly,gas,Mannview,VI,Yes
M79333-209206,Williams-Bryan,travel,Port Melissa,CT,No
M44879-894339,"Sullivan, Saunders and Washington",dining,East Kathryn,,No
M8905-807222,Martinez and Sons,dining,Herreramouth,MT,Yes
M2307-279369, Durham LLC ,online_retail,Charlestown,NE, No
M8163-525963,"Paul, Cook and Ball",utilities,North Barbaraland,GU,Yes
M32034-285236,"Collins, Morgan and Hodges",grocery,Deborahchester,DE,No
M74704-249186, Murphy PLC ,healthcare,Kinghaven,WV,Yes
M7512-722829,Miller-Brown,healthcare,West Chris,PA,No
M45643-198330,Lopez-Dixon,dining,Brittanymouth,OK,No
M45965-522686,"Henderson, Walter and Montgomery",electronics,Port Danielfort,DE,No
M66638-77017,Romero PLC,entertainment,Amandaside,HI,No
M5058-884157,"Ortiz, Day and Torres",healthcare,Maryfort,KS,No
M74703-963196,Clay Group,utilities,Kellershire,KY,Yes 
M44214-326287,Sweeney-Gordon,dining,South Deannahaven,ID,No
M51612-858209,"Meyers, Ruiz and Robinson",electronics,Kimberlyshire,RI,No
M13499-877617,Ellis-Bass,clothing,Hoffmanfort,MN,No
M20047-218672, Hoffman PLC ,grocery,Anthonyview,VA,No
M363-460534,"Lopez, Leon and Valentine",online_retail,Lake Jonathan,IL,No
M82102-369927,Moore PLC,gas,Whitneychester,NV,No
M76774-323731," Perez, Bell and Brennan ",ELECTRONICS,New Noahchester,TX,No
M87749-627502,Stewart-Carter,gas,East Erinberg,HI,No
M42216-496976,Williams-Miller,grocery,Hillfort,ID,No
M30786-215032,Lawson and Sons,travel,Port Garyport,MN,No
M20742-316472,Mcdaniel-Armstrong,travel,East Thomasview,WY,Yes
M11726-829170,Cohen-Todd,grocery,New Monicaview,WA,No
M235-36585,"Lutz, Bradley and Nguyen",gas,East Lisaside,NM,No
M8112-491844,Martin and Sons,online_retail,Wayneton,CO,No
M66611-114027,Mcclain-Nichols,travel,West Evanberg,AK,No
M13242-371606,Cook Inc,dining,Myersmouth,GU,No
M44296-958101,Sexton Group,healthcare,East Donna,OR,Yes
M35810-516423,"Hicks, Lowe and Lewis",travel,Vargasstad,UT,No
M23679-270824,Larsen-Shannon,dining,North Patrick,KS,Yes
M14934-171560, Hanna-Richards ,healthcare,Henryview,MO,No
M25011-742048,Smith PLC,clothing,Lake Henrychester,CA,No
M41398-859295,"Williams, Nguyen and Shah",travel,Howellfurt,CO,No
M73894-957561,Henderson-Harris,grocery,Fordtown,PR,Yes
M71746-604267,Norton LLC,gas,Perezview,KS,No 
M60432-28296, Cook-Neal ,travel,Ericview,RI,No
M64856-706283,Coleman PLC,healthcare,West Michelleborough,DE,Yes
M60487-575099,Barry PLC,electronics,South Samuelfort,IN,No
M99165-634970,"Schmitt, Alexander and Davis",gas,West Kyle,FL,No
M69346-768786,Woods LLC,utilities,New Bradleyton,ND,No
M28992-403565,Serrano-Patton,electronics,Nathanchester,VA,No
M34855-354274,Fisher LLC,grocery,South Kimberly,UT,Yes
M17504-566786,Howard Inc,dining,Port Aliciamouth,PW,No
M83038-499962,Christensen-Burgess,travel,Lake Jonathan,DE,No
M81360-985977,"Lane, Marquez and Harvey", dining,West Katieberg,TX,no
M73965-76022,Sanders-Campbell,clothing ,Andrewtown,LA,Yes
M72084-834172,Marsh-Richards,gas,Allenstad,AR,Yes
M97833-344646,"Williams, Hogan and Gonzalez",travel,Marissahaven,NY,No
M89398-852934,Sampson-Russell,healthcare,Lake John,VI,No
M20065-560737,"Forbes, Garcia and Scott",clothing,East Angelachester,MO,No
M50398-840138,Doyle-Hernandez,Clothing,Josehaven,SD,No
M65111-949563,"Barnett, Thompson and Johnston",online_retail,North Rebeccamouth,MO,Yes
M44709-66670,Good-Wright,clothing,East Heather,PA,No
M95950-619440, Richards-Hill ,entertainment,Fullerborough,FM,No
M62860-577718,Garcia PLC,utilities,East Heather,FM,No
M542-275244,Obrien PLC,electronics,Lake Josefort,AL,Yes
M40018-349070,Moore-Elliott,dining,Justinbury,VI, No
M47173-185699,Crawford Ltd,gas,North Wesleyton,MI,No
M45309-682245,Smith Ltd,grocery,East Taylor,MI,No
M63478-295529,Rowland-Hall,healthcare,New Amandaland,NH,No
M54410-930457,King LLC,clothing,Hopkinsville,OR,No
M62752-515088,Murray-Craig,travel,Lake Reginashire,ND,No
M82212-417080,"Brown, Washington and Grant",clothing,Gallagherfurt,NV,No 
M29177-480112,Sweeney-Adams,clothing,Genehaven,ID,Yes
M63288-165886,Meyer-Hall,utilities,West William,NC,Yes
M76831-461602,"Boyer, Scott and Hernandez",online_retail,West Julie,MD,No
M54918-714472,"Clarke, Hanson and Rivera",healthcare,Lisastad,IL,No
M95023-914066,Guzman-Combs,online_retail,East Thomasside,NJ,No
M89285-767369,Davis Group,healthcare,Frederickmouth,MT,No
M47838-257004,"Harris, Sullivan and Frederick",clothing,Sandovalville,IN,No
M24259-152473,Hill-Richardson,healthcare,Annafort,WI,No
M44475-931707,"Nelson, Vaughn and Potts",online_retail,Laurafort,ME,No
M45778-880189,Pham-Diaz,healthcare,Port Carol,OK,No
M13888-543691,"Lee, Duke and Henderson",gas,Evansstad,ND,No
M4555-915775,"Guerra, Mcknight and Rosario",dining,West Patriciabury,VT,No
M14646-290387,"Calhoun, Marks and Kane",online_retail,New Erica,LA,No
M70492-380829,Lopez Ltd,Utilities,Cardenastown,DE,Yes
M72542-360819,King-Dyer,grocery,Littleview,FL,No
M10354-843565,Powell and Sons,utilities,Waltonfurt,FM,No
M32034-741854,"Harper, Padilla and Brady", dining,Livingstonstad,CA,No
M79188-920906,"Phillips, Shelton and Lee",entertainment,Kirkside,ME,no
M63617-487542,Johnson-Green,clothing,East Jonathanfort,HI,No
M87808-706376,"Monroe, Turner and Baker",dining,Mcgeeside,WY,NO
M44338-992619,"Palmer, Miller and Manning",dining ,Jameshaven,OR,No
M70598-41172,"Martin, Nguyen and Smith",dining,North Shelly,KS,No
M46274-516109,Green LLC,utilities,Johnside,AS,No
M25439-156115,Owens-Sutton,healthcare,Andersonland,WY,No
M48784-429624,"Porter, Gutierrez and Lowe",online_retail,Rogerstown,AL,No
M37012-856787,Browning-Austin,entertainment,East Joseview,AL,Yes
M4272-128723,Spencer-Tran, clothing,Andersonbury,MN,No
M45842-792503,"Wise, Macias and Horn",healthcare,South Sarah,DC,Yes
M66891-517254,Cole Ltd,grocery,Port Kathrynhaven,DE,No
M60904-869645,Fernandez-Fields,gas,Charlesview,PW,No
M61757-312990,"Miller, Walker and Macias",healthcare,Bellport,CA,No
M17250-123252,Weaver-Jackson,travel,Josephburgh,MT,No 
M18574-845522,Sharp-Rodriguez,travel,Scottmouth,ME,No
M61462-895196,Guzman Group,online_retail ,North Michaelview,PR,No
M36704-257860, Cruz-Parrish ,dining,Suttonview,NJ,No
M47295-508428,"Burnett, Harmon and Bush",healthcare,Thomasport,AS,No
M92091-881845,"Velasquez, Wallace and Moore",travel,Ryanbury,OH,No
M41497-415879,"Jackson, Moore and Wilcox",gas,Schmidthaven,CO,No
M38103-633951,Martin PLC,utilities,Jenniferside,NY,No
M96370-755047,Adams-Andrews,grocery,Hunterville,ND,No
M80295-216725,"Parsons, Mccarthy and Randall",online_retail,Youngville,IL,No
M34572-693555,Henderson-Martinez,utilities,Kimberlyville,VI,No
M87902-707950,Thompson-Rangel,healthcare,Johnsfurt,DE,Yes
M45698-684649,Clark and Sons,dining,South Grantfort,CA,No
M60101-148009,"Russell, Riley and Black",clothing,Lisaland,IA,No
M9597-199541,Ward-Anderson,dining,Katelynmouth,VA,No
M66458-641565,Ramirez-Russell,online_retail,New Danielborough,NM,No
M31641-759848,"Nichols, Fletcher and Ellis",travel,North Christinachester,TX,Yes
M71032-242570,"Morrison, Walker and Kennedy",utilities,Melissashire,CO,No
M38985-704570,Brown-Craig,GAS,West Marymouth,DC,No
M9073-196066,Miller PLC,dining,Port Melissa,WA,No 
M7403-747361,Johnson-Green,grocery,South Lauren,VI,No
M54930-690935,"Wall, Oliver and Montgomery",electronics,South Alison,WY,Yes
M44681-250982,"Johnson, Meyer and Moore",dining,North Shelly,MD,No
M31423-570947,"Grant, Snow and Wilkerson",online_retail,Port Billyfurt,LA,No
M20437-376649,Stone LLC,utilities,Andersonland,ND,NO
M84517-187152,Williams-Smith,grocery,Parkhaven,VT,No
M20703-842848,"Mccullough, Lyons and Dickson",entertainment,Lake Jessica,HI,No
M18138-146424,Rush LLC,travel,Greershire,SC,Yes
M32660-358292,Allen Inc,clothing,North Rachelberg,VT,No
M63108-350058," Blake, Nguyen and Washington ",clothing,Christinemouth,UT,Yes
M92746-421220,Martinez-Mendoza,grocery,Bryantown,PW,Yes
M12919-245491,"Wilkinson, Moyer and Mcintosh",grocery,Fitzpatricktown,NM,No
M52852-719651,"Lopez, Galvan and Brown",online_retail,New Bradleyfurt,LA,no
M58833-303107,Rogers Group,entertainment,Richardsonberg,WA,Yes
M27203-685290,Hood Ltd,healthcare,East Brianhaven,AL,No
M52016-840091,"Goodman, Delgado and Sellers",grocery,Port Daniel,DC,No
M6033-518072," Brooks, Hughes and Lester ",healthcare,Port Brianaville,DE,No
M28893-432068," Jacobs, Wilcox and Jenkins ",gas ,Lucasbury,AS,No
M22050-959638,White Group,travel,Laurieland,NJ,No
M92167-571019," Frey, Cook and Rios ",electronics,Sandraburgh,SD,No
M58762-607786,Alvarado-Hunt,online_retail,Colechester,NH,No
M35422-678407,"Hicks, Castro and Combs",utilities,Silvaview,IA,No
M85026-47118,Ellis Group,grocery ,Myersmouth,ID,No
M39075-996490,"Schroeder, Franklin and Jensen",travel,Mahoneytown,FL,No
M1410-23235,Davis Group,healthcare,New Tanyaburgh,MP,No
M45322-182174,Collins Group,electronics,Lake Matthewville,MS,No
M97297-992308,Gonzales-Walker,electronics,Lauraburgh,FM,No
M37055-101936,Bright-Thompson,utilities,Bakermouth,NV,No
M94097-194680,Dawson-Clark,Healthcare,Melissaborough,IA,No
M33330-14519,"Griffin, Dawson and Floyd",electronics,Kelleybury,CA,No
M45235-928363,Charles-Murphy,grocery,Gloverview,PR,No
M79760-327245,Henderson Group,healthcare,New Johntown,PR,Yes
M32580-868141,Abbott and Sons,dining,Ashleyberg,VI,No 
M24134-539986,Guzman PLC,entertainment,New Zachary,TN,No
M32148-783464,Anderson Ltd,clothing,Rogerton,AL,No
M43469-928689,Flores Inc,grocery,Robertshire,VI,No
M44058-574744,"Jennings, Schmidt and Jones",travel,North Anthonyside,PR,NO
M56070-490606,Phillips PLC,travel,Lake Heatherfort,NH,No
M13191-409599,"Cohen, Gomez and Clark",grocery,North David,MD,Yes
M39151-748162,Santana-Hudson,grocery ,Williamsside,NV,No
M90482-689869,"Davis, Jimenez and Mason",travel,Michaelstad,RI,No
M70758-587780,Tran-Burnett,electronics,Lake Emilyborough,CO,No
M22702-63433,"Ramsey, Thompson and Oconnor",utilities,East Jonathan,LA,NO
M25345-606293,"Werner, West and West",grocery,Walkerchester,DC,No
M61266-50100,Bowen PLC,clothing,Smithport,CT,No
M85126-498205,Roberson Ltd,healthcare,New Richard,RI,Yes
M4490-212029,Gordon Group,utilities,South Charles,VI,No
M68443-211655,"Medina, Fernandez and Short",grocery,East Sarahton,MT,No
M78016-393157,Martin and Sons,entertainment,Jillhaven,PA,No
M49890-406872,"Allen, Mercer and Edwards",clothing,Lake Brandon,OR,No
M91891-194075,Watson-Knight,clothing,Howellfurt,KY,No
M36987-109486,"Turner, Scott and Lopez",healthcare,Harrisbury,PR,No
M93883-950810,Obrien-Charles,grocery,Dylanfort,,No
M87413-528115,Thornton-Kemp,dining,Taylorhaven,KY,Yes
M31744-204919, Hill PLC ,grocery,Gonzalezburgh,KS,No
M8349-64083,Simon Ltd,travel,Lynchfort,GA,Yes
M19633-811230,Mendoza-Murphy,electronics,Port Ryanborough,TX,No
M53822-803121,Cantrell PLC,online_retail,Brownhaven,NE,No
M85125-59929,Miller and Sons,entertainment,South Jamesshire,AR,No
M65433-477972, Adams LLC ,entertainment,North Veronicabury,WY,No
M83813-540477,Dyer LLC,electronics,Taylormouth,ND,No
M71455-925784,Brown Inc,utilities,Smithborough,AR,No
M30010-997459,"Brown, Miller and Cook",grocery,Brownburgh,KS,Yes
M46714-592914,"Rodriguez, Mercer and Ward",clothing,West Tina,MN,Yes
M48814-822249,Stevens-Schaefer,electronics,North Patrick,NV,No
M75350-252499,Hernandez PLC,gas,Port Matthewfort,LA,No
M67200-457003,Ramirez-Sandoval,clothing,Francisstad,AR, No
M40160-616277,Conrad Ltd,grocery,East Johnside,NM,No
M27874-354633,Schwartz Ltd,online_retail,Smithport,MI,No
M76578-394879,Collins Inc,online_retail,West Markmouth,FL,No
M51874-336804,Baxter Group,grocery,Gailview,KY,No
M50645-664408,Smith-Hicks,entertainment,Emilychester,FM,No
M8995-520615,Bailey Group,,North Justin,MD,No
M59813-450425," Hayes, Anderson and Kelly ",utilities,Elizabethchester,CT,No
M31267-39126,Marks-Fisher,gas,New Monicaview,PA,No
M71182-316367,"Smith, Watson and Flores",dining,North Emily,AR,No
M41812-763215,"Garrett, Hernandez and Khan",utilities,Parksmouth,SD,No
M68570-427375,"Andersen, Berg and Mora",electronics,Webbton,PR,No
M88680-347991,Lewis-Hanson,electronics,West Carolyntown,NY, No
M92598-36354,"Wright, Wells and Massey",utilities,Lanceburgh,DC,No
M51401-660097,"Parker, Carlson and Hopkins",clothing,Turnerberg,GU,Yes 
M58770-78669,"Brewer, Skinner and Hardy", entertainment,West Alicia,MT,No
M73758-329893,Glover LLC,dining,North Timothyberg,MS,No
M52467-356179,Branch-Stevens,dining,South Rebecca,GU,No
M37164-349828,Joyce-Miller,grocery,Dylanfort,DC,No
M52132-893344,Rodriguez-Holland,travel,Lake Martinchester,AS,No
M2108-171629,Boyer-Martinez,utilities,West Edwardport,MT,No
M43124-192323,Baker-Martinez,grocery,Katelynmouth,AL,No
M7826-743676,Reid PLC,electronics,Thomaston,WA,Yes
M78537-323655,Lara Group,HEALTHCARE,West Michael,MH,No
M60140-219601,Norris-Garcia,online_retail,North Michelle,MO,No
M56336-97814,Park PLC,dining,Tuckermouth,,No
M60343-211963,Robinson Group,clothing,North James,MS,No
M42911-601595,"Richardson, Mendez and Berger",travel,Aguilarborough,IA,No
M67568-702192,Bryant Group,dining,Port Bryanberg,NY,No
M9194-598622," Brown, Wilson and Rodriguez ",entertainment,West Kristinatown,KY,No
M14378-377680," Nguyen, Smith and Goodwin ",utilities,Jimmyshire,NY,No
M66701-501512,Barber-Thompson,entertainment,Juanmouth,MI,Yes
M94763-194467,"Banks, Randolph and Cole",utilities,East Marissaton,MN,No
M25660-353639,"Bolton, Martinez and Kline",dining,Russellfurt,WI,No
M52448-885293,"Santos, Jensen and French",clothing,Murphyberg,PW,No
M5975-477616,"Riley, Clark and Castillo",gas,East Sherryville,NV,No
M67161-362235,Garcia LLC,grocery,Port Jaychester,AK,No 
M66672-688023,Burgess LLC,ELECTRONICS,Port Veronicastad,WV,No
M66183-636740,Reid-Anderson,clothing,Lewisberg,VA,No
M72270-561761,Lewis-Malone,entertainment,East Joshuaborough,WY,No
M76521-78513,Lee-Walls,online_retail,South Micheleborough,AR,No
M44840-305304,Weber PLC,clothing,Leeview,KY,No
M17041-935378,"Johnston, Reed and Hayes",utilities,Lake Alexander,KY,No
M94622-276241,Carpenter-Brennan,entertainment,South Johnborough,GU,No
M50372-997370,Hernandez-Armstrong,utilities,Joshuahaven,NE, Yes
M93647-806521,Valenzuela-Simmons,entertainment,Wilcoxton,MS,No
M17974-757534,"Hall, Bradley and Pena",travel,Lake Cynthia,IN,Yes
M36666-670384,Hancock-Archer,dining,Port Anthonyfort,TN,No
M93036-257616,David-Holloway,online_retail,Singhland,AS,No
M97509-429108,Nelson PLC,electronics,Jessicaside,NJ,No
M43426-112465,Barber-Gonzalez,gas,Geraldport,WY,No
M57563-422587,Mckinney LLC,online_retail,Harmonberg,MS,Yes
M69167-63938,Bryant-Pierce,dining,Port Robert,TX,No
M38336-393673,Bryant PLC,electronics,Whiteheadfort,MI,No
M58872-612821,Thomas and Sons,clothing,Michelleberg,LA,No
M68704-104696,Curtis-Collins,travel,Deanfort,IL,No
M56060-347386,Lowery Inc,entertainment,South Amberchester,GU,No
M82710-990813,Chapman Inc,grocery,Mcdonaldbury,OR,No
M90850-930183, Scott PLC ,dining,Snyderside,NY,No
M8390-360750,"Young, Morris and Coleman",clothing,Port Wesley,LA,No
M40344-836609,Walsh-Smith,gas,Harveyhaven,SC,No
M48748-649775,"Mcdowell, Wilson and Powers",healthcare,Hessmouth,NE,Yes
M52259-638469,Hughes Group,gas,Port Glennfurt,ME,No
M58865-963318,Smith PLC,utilities,Guerratown,NE,No
M12429-675068,Pineda-Green,healthcare,West Kendratown,KY,No
M64044-817709,"Peters, Lawrence and White",GAS,Lake Carolfurt,NC,No
M6597-171518,Wood-Johnson,online_retail,Courtneyville,ME,Yes
M22720-762784,Valdez and Sons,healthcare,Lake Jacqueline,NJ,No
M6378-55571,"Johnson, Decker and Williams",grocery,Michaelburgh,RI,Yes
M58825-180265,Lopez-Mitchell, entertainment,Thomasfort,VI,No
M41360-785741,Davis Group,gas,East Lisamouth,TX,No
M98723-70657, Clark Inc ,utilities,East Douglas,OR,No
M43918-240572,"Riggs, Moore and Haas",travel,East John,ID,No
M13735-347966,Mckenzie-Stark,entertainment,East Nicoleberg,NY,No
M52673-874945,Mendoza Inc,gas,Lake Wesleybury,TX,No
M28138-280935,Trujillo-Martinez,healthcare,Port Jonathanton,NE,No
M46972-263365,Robinson-Woods,,Martinezstad,CT,No
M71648-512589,Munoz PLC,clothing,Lake Joel,MI,No
M67508-553884,"Sanchez, Chang and Leblanc",electronics,Hawkinston,AS,No
M41741-115274,Diaz PLC,CLOTHING,West Heather,IN,No
M3982-742965,"Collins, Moore and Davis",clothing,Michellestad,MP,Yes
M91839-199105," Mueller, Diaz and Boyle ",utilities,Velazquezstad,SC,No
M45350-771804,"Harrison, Harris and Schmidt",utilities,Holtmouth,UT,No
M65991-111392,"Lindsey, Gibson and Tran",gas,North Jenniferburgh,GU,No
M90043-904195,"Williams, Kelley and Crawford",entertainment,Ericaton,AR,Yes
M73370-156040,Velasquez PLC,electronics,Justinview,PR,No
M72150-852960,Briggs Group,healthcare,Jessicaberg,IN,No 
M33234-317834,"Garza, Rivera and Charles",travel,Lake Amanda,CA,No
M17421-26285,Burton-Booth,travel,West Williambury,NV,No
M37336-386315,Scott Group,grocery,Davisfort,PR,No
M5694-834698,Rivera-Shah,travel,Susanview,AL,No
M47377-919142,Williams-Bailey,online_retail,South Jeannestad,AR,No
M83627-989440,,dining,North Brettshire,MN,Yes
M61229-874091,Lara LLC,clothing,Norriston,MA,No
M81566-910249,Lee-Kelley,healthcare,Batesstad,AL,No
M84165-95009,Jacobs Group,healthcare,Allenshire,NV,No
M2613-130098,Rodriguez PLC,healthcare,Grayville,ME,No
M93375-82770,"Lewis, Warren and Nielsen",healthcare,Kevinmouth,ME,No
M27446-135128,"Nelson, Marshall and Rodriguez",healthcare,Thomasburgh,NH,No
M99805-519106,Ramos Ltd,online_retail,New Anthony,CO,No
M26313-477493,"Marks, Harrington and Bowman",grocery,South Andrewmouth,CA,No
M90709-900844,"Hooper, Burgess and Wiley",travel,New Michelle,FM,No
M96100-89877,Kelly Group,entertainment,Kirkborough,NH,No
M99645-90455,"Robinson, Kelly and Barnes",online_retail ,Liufort,NH,Yes
M83466-398679, Singleton PLC ,travel,Laurenville,VA,No
M15281-42524,Mayo-Warner,healthcare,South Angelachester,UT,No
M7839-334817,Simpson-Carroll,clothing,South Richard,KY,No
M32375-482644,Walker Ltd,travel ,,WI,No 
M49482-803608,Nguyen-Reed,dining,Walshborough,SC,No
M84013-544834,Diaz-Jones,HEALTHCARE,Jeffreyside,MP,No
M71121-452840,"Peterson, Moreno and Ponce",healthcare,Anitaland,ND,No
M94391-272114,Brooks-Davis,online_retail,Lake Jamesfurt,NV,no
M49463-676881,"Garcia, Reyes and French",entertainment,Browntown,SD,No
M45687-939117,"Carpenter, Alvarez and Everett",travel,North Jessica,HI,No
M77400-881159,Banks Inc,grocery,Mckeeberg,TX,Yes
M63518-351470,"Ramirez, Peterson and Moyer",gas,Rebekahbury,NH,No
M18214-441051,Collins LLC,grocery,Brendabury,UT,Yes
M99771-565039,Baker-Mendoza,healthcare,West Christie,NE,No
M31739-115313,Beasley-Matthews,clothing,Autumnburgh,DE,Yes
M39946-247871,Clay LLC,entertainment,Howardtown,FM,No
M66803-911309,Smith PLC,grocery,West Stephanie,NC,No
M37125-816542,Sweeney-Owens,online_retail,Lake Amanda,MP,Yes
M62341-717243,"Hodges, Armstrong and Massey",electronics,South Jerryland,NH,yes
M45544-289234,Rivera Inc,grocery,New Jenniferfort,ND,No
M14005-595277,"Doyle, Whitaker and Cannon",clothing,New Brittneyton,PA,No
M96063-166331,Cross-Reese,grocery,East Jacobmouth,ND,No
M87616-258169,"Best, Vasquez and Barry",utilities,Rodriguezmouth,NJ,No
M80265-94466,Ferguson Ltd,dining,Harrisonville,DC,No
M11175-73590,"Houston, Burns and Wilson",utilities,East Melissa,MI,No
M34075-614145,Wright PLC,gas ,West Jake,LA,No
M15601-153477,"Garrett, Duncan and Ferguson",clothing,Taylorbury,HI,No
M39325-163155,Wilson-Jackson,healthcare ,New Shannon,ND,No
M178-641552,Brown-Nelson,gas,East Melissa,MD,No
M27808-569423,"Sullivan, Shaffer and Miller",healthcare,Lopeztown,TX,No
M57362-551380,"Moore, Williams and Marshall",travel ,Salazarberg,TN,No
M53716-187435,"Murphy, Thomas and Sampson",utilities,New Amandaland,WV,Yes
M78722-559908,Krause-Young,utilities,Nancyport,NJ,No
M78329-443527,Lopez Group,grocery,Lake Anna,PA,Yes
M46010-501245,"Chen, Perkins and Davis",electronics,Jordanton,OR,No
M19608-173506,"Perry, Carrillo and Ruiz",dining,Bradleymouth,AK,No
M2020-276249,"Burke, Myers and Ellison",entertainment,Port Linda,WV,No
M96197-628841, Webb PLC ,dining,Port Teresa,RI,Yes
M36671-484166,"Long, Green and Sims",utilities,South Lauren,OH,No
M44521-186738,Steele-Simpson,healthcare,East Anthony,WY,No
M76955-13827,Nixon-Harris,electronics,Port Kevin,HI,No
M20203-575419,"Sanchez, Chang and Leblanc",clothing,Jeffreyburgh,OH,No
M70746-952374," Shepard, Johnson and Edwards ",grocery,Richardville,ND,No
M51564-425711,Wise Group,gas,East Jonathanfort,TX,no
M31458-213482,Miller-Young,travel,Kristinfort,WV,No
M86096-684854,"Cook, Holt and Martin",travel,Elizabethburgh,GU,No 
M79715-513427,Cole-Reed,entertainment,West Kyle,CO,No
M33838-375112,Baxter LLC,entertainment,Taylorhaven,NC,Yes
M68383-504253,"Perez, Bell and Brennan",clothing,Lake Anthonyton,NJ,Yes
M56084-307328,"Martinez, Walker and Clark",utilities,Clarkeview,AZ,No
M26203-476863,Smith Inc,grocery,Cynthiaside,AZ,Yes
M62865-334700,Forbes-Mason,gas,Jacksonmouth,HI,No
M36589-951375,Anderson Ltd,healthcare,Lauraview,AS,No
M69735-668299,"Manning, Larson and Harris",online_retail,East Tara,FM,No
M16220-818072,"Chavez, Conway and Hickman",,Matthewberg,GU,No
M63681-766850," Parsons, Mccarthy and Randall ",clothing,Robertfurt,AR,No
M1754-542386,"Brown, Turner and Byrd",entertainment,Hawkinston,MI,No
M79663-105295,Thompson LLC,gas,Randallmouth,MA,No
M74567-791480,"Flores, Mccarthy and Brewer",healthcare,Aliport,AZ,no
M9755-459619,Smith LLC,utilities,North Marcus,TX,No
M45725-117149,"Allen, Cruz and Maldonado",travel,Kathrynland,GU,No
M4721-985352,Vasquez LLC,gas,Bethland,CA,No
M35813-769100,"Chapman, Hughes and Hunter",dining,New Emma,ID,No
M10087-143665,"Hardy, Oconnor and Rowe",entertainment,New Brandi,VI,No
M82108-820251,Smith LLC,healthcare,Solomonshire,OR,No
M31597-302513,"Robinson, George and Carney",grocery,Dawntown,PA,No
M94474-490530,Mcknight Inc,entertainment,Robinsonberg,CO,No
M69973-725769,"Alvarez, Johnson and Neal",clothing,Heathborough,RI,No
M74682-21073,Barber-Shelton,electronics,Adamton,GA,No
M95855-535850," Humphrey, Brown and Strickland ",electronics,West Kristina,MD,No
M61938-758320,"Brown, Smith and Lambert",utilities,Walkerborough,MA,No
M51191-933348,Montes Ltd,clothing,North Edwardfort,HI,No
M83986-864682,"Stewart, Daniel and Curtis",travel,Juliehaven,AL,No
M47417-115949,Bell-Monroe,entertainment,North Christina,VA,No
M50134-242234,"Carter, Huang and Bautista",online_retail,West Michael,SD,No
M48015-781561,Barber-Shelton,clothing,Portermouth,LA,No
M79540-403824,Brown-Thomas,dining,South Frances,NM,No
M6928-466933,"Carter, Sullivan and Obrien",Grocery,,MA,No
M42904-132646,Pace-Bryan,dining,Melaniefort,DC,No
M16892-560537,Wolfe PLC,online_retail,Williamsfort,AL,No
M4164-490164,Miller-Romero, healthcare,Rhodesbury,MI,No
M6615-852397,Steele Ltd,electronics,Morganchester,NJ,No 
M24542-599886,Holder Group,dining,Nicholschester,OH,No
M67721-221466,May-Gonzalez,gas,Jillianhaven,MD,No
M41544-440176,"Williams, Oneill and Sullivan",healthcare,Derrickborough,NJ,NO
M39464-657323,"Hernandez, Ortiz and Nelson",online_retail,East Stephanie,MS,Yes
M1627-721875,,gas,Rodriguezshire,LA,No
M23133-627789,Glass-Robles,dining ,South Christinahaven,KS,No
M91200-833331,Gilbert-Sims,online_retail,Lake Katherinefort,PW,No
M93082-493707,Gill-Payne,electronics,West Samuelstad,VA,No
M28338-469802,"Marsh, Houston and Johnson",electronics,Lake Jimmy,NV,No
M42536-620211,West-Davis,clothing,New Robertaton,VI,No
M91315-712775,Thompson-Rangel,grocery,Millerberg,WY,No
M55464-311633,"Sanchez, Burgess and Harrell",,Port Robertchester,PW,No
M36365-684031,Crawford PLC,TRAVEL,North Amanda,IL,No 
M11233-26917,Martin-Dennis,electronics,Goodmanside,GA,No
M48099-639376,Fitzgerald Group,gas,Lake Kyleburgh,MN,No
M23218-893782,"Barnett, Mcpherson and Bishop",gas,West Susanberg,MI,Yes
M42242-417325,"Wilson, Mendez and Snyder",dining,Jenniferfurt,CT,No
M66230-720210,Garcia-Carter,online_retail,East Katherine,OK,No
M51156-635607,"Johnson, Hoover and Mueller",electronics,Danaville,OK,No
M83179-85219,Mcgrath-Shaffer,dining,Burnsport,NM,No
M95311-582967,Martinez PLC,online_retail,South Sheila,ID,No
M41483-638271,"Wilson, Murphy and Sanders",grocery,Claireland,GA,No
M17846-499941," Brown, Washington and Grant ",electronics,South Gary,KY,No
M44415-845441,Reed LLC,online_retail,Carrilloshire,NE,No
M13365-825610,Sullivan Group,gas,Kimberlyport,OR,No
